File,Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes,Environment,Classify 1,Classify 2,Classify 3,Entry,Subtypes,Classify 4
D&D Monsters - 3 _ 3.5.csv,"Giant, muspelheim fire giant","Outsider (evil, fire, lawful)",Giant,Gargantuan,Deities and Demigods,200,Supplement,3,20,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Human einherjar,Outsider (quasi-deity),,Medium,Deities and Demigods,199,Supplement,3,20,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Minion of Set,"Outsider (chaotic, evil)",,Medium,Deities and Demigods,158,Supplement,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, greater (template)",Undead,MuMonster Manualy,Varies,Deities and Demigods,159,Supplement,3,Varies,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Valkyrie,Outsider,,Medium,Deities and Demigods,200,Supplement,3,20,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Valkyries' mount,Outsider,,Large,Deities and Demigods,201,Supplement,3,12,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Xag-ya,Outsider,,Medium,Deities and Demigods,210,Supplement,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Acid beast,Magical beast,Acid beast,Medium,Diablo II: Diablerie,64,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Acid beast, lava maw",Magical beast,Acid beast,Medium,Diablo II: Diablerie,64,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Acid beast, pit beast",Magical beast,Acid beast,Medium,Diablo II: Diablerie,64,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Acid beast, poison spitter",Magical beast,Acid beast,Medium,Diablo II: Diablerie,64,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, blink bat",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, blood diver",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, dark familiar",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, desert wing",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, fiend",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, gloom bat",Magical beast,,Small,Diablo II: Diablerie,65,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Bloodhawk,Magical beast,,Small,Diablo II: Diablerie,67,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bloodhawk, black raptor",Magical beast,,Small,Diablo II: Diablerie,67,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bloodhawk, cloud stalker",Magical beast,,Small,Diablo II: Diablerie,67,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bloodhawk, foul crow",Magical beast,,Small,Diablo II: Diablerie,67,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Claw viper,Monstrous humanoid,,Large,Diablo II: Diablerie,68,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Claw viper, pit viper",Monstrous humanoid,,Large,Diablo II: Diablerie,68,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Claw viper, salamander",Monstrous humanoid,,Large,Diablo II: Diablerie,68,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Claw viper, serpent magus",Monstrous humanoid,,Large,Diablo II: Diablerie,68,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Claw viper, tomb viper",Monstrous humanoid,,Large,Diablo II: Diablerie,68,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Corrupt rogue, black rogue",Humanoid,,Medium,Diablo II: Diablerie,69,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Corrupt rogue, dark hunter",Humanoid,,Medium,Diablo II: Diablerie,69,Setting - Diablo,3,1/4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Corrupt rogue, dark stalker",Humanoid,,Medium,Diablo II: Diablerie,69,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Corrupt rogue, flesh hunter",Humanoid,,Medium,Diablo II: Diablerie,69,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Corrupt rogue, vile hunter",Humanoid,,Medium,Diablo II: Diablerie,69,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Fallen one,Outsider,Fallen one,Small,Diablo II: Diablerie,70,Setting - Diablo,3,1/6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one shaman, demented",Outsider,Fallen one,Small,Diablo II: Diablerie,71,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one shaman, depraved",Outsider,Fallen one,Small,Diablo II: Diablerie,71,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one shaman, deranged",Outsider,Fallen one,Small,Diablo II: Diablerie,71,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one shaman, enraged",Outsider,Fallen one,Small,Diablo II: Diablerie,71,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one shaman, warped",Outsider,Fallen one,Small,Diablo II: Diablerie,71,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one, carver",Outsider,Fallen one,Small,Diablo II: Diablerie,70,Setting - Diablo,3,1/4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one, dark one",Outsider,Fallen one,Small,Diablo II: Diablerie,70,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one, devilkin",Outsider,Fallen one,Small,Diablo II: Diablerie,70,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fallen one, warped one",Outsider,Fallen one,Small,Diablo II: Diablerie,70,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Gargoyle,Construct,Gargoyle,Medium,Diablo II: Diablerie,72,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Gargoyle, blood claw",Construct,Gargoyle,Medium,Diablo II: Diablerie,72,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Gargoyle, death wing",Construct,Gargoyle,Medium,Diablo II: Diablerie,72,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Gargoyle, winged demon",Construct,Gargoyle,Medium,Diablo II: Diablerie,72,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Goatman, blood clan",Outsider,,Medium,Diablo II: Diablerie,73,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Goatman, death clan",Outsider,,Medium,Diablo II: Diablerie,73,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Goatman, hell clan",Outsider,,Medium,Diablo II: Diablerie,73,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Goatman, moon clan",Outsider,,Medium,Diablo II: Diablerie,73,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Goatman, night clan",Outsider,,Medium,Diablo II: Diablerie,73,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Golem, blood golem",Construct,Golem,Medium,Diablo II: Diablerie,74,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Golem, clay golem",Construct,Golem,Medium,Diablo II: Diablerie,74,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Golem, fire golem",Construct,Golem,Medium,Diablo II: Diablerie,74,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Golem, iron golem",Construct,Golem,Medium,Diablo II: Diablerie,74,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Megademon, balrog",Outsider,Demon,Large,Diablo II: Diablerie,76,Setting - Diablo,3,16,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Megademon, pit lord",Outsider,Demon,Huge,Diablo II: Diablerie,76,Setting - Diablo,3,18,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Megademon, venom lord",Outsider,Demon,Huge,Diablo II: Diablerie,76,Setting - Diablo,3,20,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Scavenger,Magical beast,,Small,Diablo II: Diablerie,78,Setting - Diablo,3,1/3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scavenger, bone gnasher",Magical beast,,Small,Diablo II: Diablerie,78,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scavenger, plague eater",Magical beast,,Small,Diablo II: Diablerie,78,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scavenger, shadow beast",Magical beast,,Small,Diablo II: Diablerie,78,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Skeleton,Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,1/4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, bone mage",Undead,Skeleton,Medium,Diablo II: Diablerie,80,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, bone warrior",Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, burning dead",Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, burning dead mage",Undead,Skeleton,Medium,Diablo II: Diablerie,80,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, hell horror",Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, horror",Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, horror mage",Undead,Skeleton,Medium,Diablo II: Diablerie,80,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, returned",Undead,Skeleton,Medium,Diablo II: Diablerie,79,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Skeleton, returned mage",Undead,Skeleton,Medium,Diablo II: Diablerie,80,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spider, arach",Magical beast,,Medium,Diablo II: Diablerie,81,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spider, flame spider",Magical beast,,Medium,Diablo II: Diablerie,81,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spider, poison spinner",Magical beast,,Medium,Diablo II: Diablerie,81,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spider, spider magus",Magical beast,,Medium,Diablo II: Diablerie,81,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Tainted,Magical beast,,Medium,Diablo II: Diablerie,82,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Tainted, afflicted",Magical beast,,Medium,Diablo II: Diablerie,82,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Tainted, damned",Magical beast,,Medium,Diablo II: Diablerie,82,Setting - Diablo,3,9,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Tainted, disfigured",Magical beast,,Medium,Diablo II: Diablerie,82,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Tainted, misshapen",Magical beast,,Medium,Diablo II: Diablerie,82,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Vampire, banished",Undead,Vampire,Medium,Diablo II: Diablerie,83,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Vampire, blood lord",Undead,Vampire,Medium,Diablo II: Diablerie,83,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Vampire, dark lord",Undead,Vampire,Medium,Diablo II: Diablerie,83,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Vampire, ghoul lord",Undead,Vampire,Medium,Diablo II: Diablerie,83,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Vampire, night lord",Undead,Vampire,Medium,Diablo II: Diablerie,83,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Wraith,Undead,Wraith,Medium,Diablo II: Diablerie,85,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Wraith, apparition",Undead,Wraith,Medium,Diablo II: Diablerie,85,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Wraith, dark shape",Undead,Wraith,Medium,Diablo II: Diablerie,85,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Wraith, ghost",Undead,Wraith,Medium,Diablo II: Diablerie,85,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Wraith, specter",Undead,Wraith,Medium,Diablo II: Diablerie,85,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Zombie,Undead,Zombie,Medium,Diablo II: Diablerie,87,Setting - Diablo,3,1/3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Zombie, drowned carcass",Undead,Zombie,Medium,Diablo II: Diablerie,87,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Zombie, ghoul",Undead,Zombie,Medium,Diablo II: Diablerie,87,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Zombie, hungry dead",Undead,Zombie,Medium,Diablo II: Diablerie,87,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Zombie, plague bearer",Undead,Zombie,Medium,Diablo II: Diablerie,87,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Hell bovine,Magical beast,,Large,Diablo II: To Hell & Back]] web enhancement,,Setting - Diablo,3,9,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Baboon demon, doom ape",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Baboon demon, dune beast",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Baboon demon, jungle hunter",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Baboon demon, temple guard",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bat demon, dark familiar",Magical beast,,Small,Diablo II: To Hell and Back,121,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Bloodhawk, cloud stalker",Magical beast,,Small,Diablo II: To Hell and Back,122,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Blunderbore,Giant,,Large,Diablo II: To Hell and Back,123,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Blunderbore, gorbelly",Giant,,Large,Diablo II: To Hell and Back,123,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Blunderbore, mauler",Giant,,Huge,Diablo II: To Hell and Back,123,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Blunderbore, urdar",Giant,,Huge,Diablo II: To Hell and Back,123,Setting - Diablo,3,11,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Cantor,Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Cantor, hierophant",Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Cantor, sexton",Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Fetish,Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Fetish shaman,Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,9,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish shaman, flayer",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,10,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish shaman, rat man",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish shaman, soul killer",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,11,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish shaman, stygian doll",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,12,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish, flayer",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish, rat man",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish, soul killer",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Fetish, stygian doll",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Finger mage, groper",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Finger mage, storm caster",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Finger mage, strangler",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Frog demon, bog creature",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Frog demon, slime prince",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Frog demon, swamp dweller",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Megademon, pit lord",Outsider,Demon,Huge,Diablo II: To Hell and Back,137,Setting - Diablo,3,17,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Megademon, venom lord",Outsider,Demon,Huge,Diablo II: To Hell and Back,137,Setting - Diablo,3,18,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Mosquito demon, feeder",Magical beast,,Small,Diablo II: To Hell and Back,139,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Mosquito demon, sucker",Magical beast,,Small,Diablo II: To Hell and Back,139,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, cadaver",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, decayed",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, dried corpse",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, embalmed",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, guardian",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, hollow one",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, Horadrim ancient",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,11,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, preserved dead",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"MuMonster Manualy, unraveler",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,9,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Panther woman, hell cat",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Panther woman, huntress",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,1,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Panther woman, night tiger",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Panther woman, saber cat",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Regurgitator, corpse spitter",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,7,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Regurgitator, corpulent",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Regurgitator, maw fiend",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Sand leaper,Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand leaper, cave leaper",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand leaper, cliff lurker",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand leaper, tomb creeper",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand leaper, tree lurker",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Sand maggot,Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand maggot, blood maggot",Vermin,Sand maggot,Gargantuan,Diablo II: To Hell and Back,145,Setting - Diablo,3,11,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand maggot, devourer",Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand maggot, giant lamprey",Vermin,Sand maggot,Huge,Diablo II: To Hell and Back,145,Setting - Diablo,3,8,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand maggot, rock worm",Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand maggot, young",Vermin,Sand maggot,Medium,Diablo II: To Hell and Back,145,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Sand raider,Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand raider, assailant",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,11,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand raider, infidel",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,9,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand raider, invader",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Sand raider, marauder",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scarab demon, bone scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,6,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scarab demon, death beetle",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scarab demon, dung soldier",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scarab demon, scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Scarab demon, steel scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,5,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,Spike fiend,Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1/2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spike fiend, jungle urchin",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,4,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spike fiend, quill rat",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1/3,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spike fiend, razor spine",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,2,,,,,,,,
D&D Monsters - 3 _ 3.5.csv,"Spike fiend, thorn beast",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1,,,,,,,,
