Name,Source,Entry,Size,Type,Subtypes,Classify 1,Classify 2,Classify 3,Classify 4
Monstrous Vampire,Ghostwalk + Ghostwalk Update for D&D v.3.5,Template,,Template,Augmented,Monstrous Vampire,,,
Mumia,Ghostwalk + Ghostwalk Update for D&D v.3.5,Template,,Template,Augmented,Mumia,,,
Yuan-Ti Broodguard,Ghostwalk + Ghostwalk Update for D&D v.3.5,Template,,Template,Reptilian,Yuan-Ti,Broodguard,,
Yuan-Ti Tainted One,Ghostwalk + Ghostwalk Update for D&D v.3.5,Template,,Template,Reptilian,Yuan-Ti,Tainted One,,
Tainted Minion,Heroes of Horror,Template,,Template,,Tainted Minion,,,
Tainted Raver,Heroes of Horror,Template,,Template,,Tainted Raver,,,
Unholy Scion,Heroes of Horror,Template,,Template,"Evil, Native",Unholy Scion,,,
Divine Messenger,Holy Orders of the Stars,Template,,Template,,Divine Messenger,,,
Spirit Dragon,Holy Orders of the Stars,Template,,Template,Incorporeal,Spirit Dragon,,,
Tenacious Soul,Holy Orders of the Stars,Template,,Template,,Tenacious Soul,,,
Fearbringer,Key of Destiny Errata,Template,Small,Template,Augmented Humanoid,Fearbringer,,,
Mindlord,Legends of Athas,Template,,Template,Incorporeal,Mindlord,,,
Ruvoka,Legends of Athas,Template,,Template,Native,Ruvoka,,,
Evolved Undead,Libris Mortis: The Book of Undead,Template,,Template,,Evolved Undead,,,
Ghost Brute,Libris Mortis: The Book of Undead,Template,,Template,"Incorporeal, Augmented",Ghost Brute,,,
Gravetouched Ghoul,Libris Mortis: The Book of Undead,Template,,Template,Augmented,Gravetouched Ghoul,,,
Half-Vampire,Libris Mortis: The Book of Undead,Template,,Template,,Half-Vampire,,,
Hooded Pupil,Libris Mortis: The Book of Undead,Template,,Template,,Hooded Pupil,,,
Mummified Creature,Libris Mortis: The Book of Undead,Template,,Template,,Mummified,,,
Necromental,Libris Mortis: The Book of Undead,Template,,Template,Augmented,Necromental,,,
Necropolitan,Libris Mortis: The Book of Undead,Template,,Template,Augmented,Necropolitan,,,
Revived Fossil,Libris Mortis: The Book of Undead,Template,,Template,,Revived Fossil,,,
Swarm-Shifter,Libris Mortis: The Book of Undead,Template,,Template,Shapechanger,Swarm Shifter,,,
Umbral Creature,Libris Mortis: The Book of Undead,Template,,Template,"Incorporeal, Augmented",Umbral,,,
Swamp-Touched Creature,Life-Shaping Handbook,Template,,Template,,Swamp-Touched,,,
Wild Creature,Life-Shaping Handbook,Template,,Template,,Wild,,,
Worm Lord,Life-Shaping Handbook,Template,,Template,"Earth, Native",Worm Lord,,,
Elder Eidolon,Lords of Madness: The Book of Aberrations,Template,,Template,,Eidolon,Elder,Kraken,
Half-Farspawn,Lords of Madness: The Book of Aberrations,Template,,Template,,Half-Farspawn,,,
"Mind Flayer, Alhoon",Lords of Madness: The Book of Aberrations,Template,,Template,Augmented Aberration,Lich,Alhoon,,
Curst,Lost Empires of Faerûn,Template,,Template,Augmented Humanoid,Curst,,,
Dread Warrior,Lost Empires of Faerûn,Template,,Template,,Dread Warrior,,,
Greenbound Creature,Lost Empires of Faerûn,Template,,Template,,Greenbound,,,
Ghost Revenant,Lost Tomb of Kruk-Ma-Kali (3.5),Template,,Template,,Ghost Revenant,,,
Crypt Spawn,Magic of Faerûn,Template,,Template,Augmented,Crypt Spawn,,,
Spectral Mage,Magic of Faerûn,Template,,Template,"Augmented, Incorporeal",Spectral Mage,,,
Lost,Magic of Incarnum,Template,,Template,Incarnum,Lost,,,
Necrocarnum Zombie,Magic of Incarnum,Template,,Template,"Evil, Incarnum",Zombie,Necrocarnum,,
Soulfused Construct,Magic of Incarnum,Template,,Template,"Incarnum, Living Construct",Soulfused Construct,,,
Banshee (Scourge),Manual of Monsters,Template,,Template,Incorporeal,Banshee,Azeroth,,
Crypt Fiend (Scourge),Manual of Monsters,Template,,Template,,Crypt Fiend,,,
Forsaken (Independent),Manual of Monsters,Template,,Template,,Forsaken,,,
Ghost (Independent Undead),Manual of Monsters,Template,,Template,,Ghost,Azeroth,,
Ghoul of the Scourge (Scourge),Manual of Monsters,Template,,Template,,Ghoul of the Scourge,,,
Lich (Independent Undead),Manual of Monsters,Template,,Template,,Lich,Azeroth,,
Shade (Scourge),Manual of Monsters,Template,,Template,Incorporeal,Shade,Azeroth,,
Skeletal Mage (Independent Undead),Manual of Monsters,Template,,Template,,Skeleton,Skeletal Mage,Azeroth,
Skeletal Warrior (Independent Undead),Manual of Monsters,Template,,Template,,Skeleton,Skeletal Warrior,Azeroth,
Tainted,Manual of Monsters,Template,,Template,,Tainted,,,
Withered (Scourge),Manual of Monsters,Template,,Template,,Withered,,,
Wraith (Independent Undead),Manual of Monsters,Template,,Template,,Wraith,Azeroth,,
Zombie (Independent Undead),Manual of Monsters,Template,,Template,,Zombie,Azeroth,,
Air Element,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Air,Element,Air,,
Anarchic Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,,Anarchic Creature,,,
Cold Element Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Cold,Element,Cold,,
Earth Element Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Earth,Element,Earth,,
Fire Element Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Fire,Element,Fire,,
Half-Elemental,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Air or Earth or Fire or Water,Half-Elemental,,,
Petitioner,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,,Petitioner,,,
Shadow,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,,Shadow,,,
Water Element Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,Water,Element,Water,,
Wood Element Creature,Manual of the Planes + D&D v.3.5 Accessory Update,Template,,Template,,Element,Wood,,
Haunt Beast,Masque of the Red Death,Template,,Template,,Haunt Beast,,,
Celestial Creature,Monster Manual (Special Edition),Template,,Template,Extraplanar,Celestial,,,
Fiendish Creature,Monster Manual (Special Edition),Template,,Template,Extraplanar,Fiendish,,,
Half-Celestial,Monster Manual (Special Edition),Template,,Template,Native,Half-Celestial,,,
Half-Fiend,Monster Manual (Special Edition),Template,,Template,Native,Half-Fiend,,,
Lich,Monster Manual (Special Edition),Template,,Template,,Lich,,,
Skeleton,Monster Manual (Special Edition),Template,,Template,,Skeleton,,,
Zombie,Monster Manual (Special Edition),Template,,Template,,Zombie,,,
Captured One,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Captured One,,,
Chimeric Creature,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Chimeric,,,
Deathknight,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Death Knight,,,
Half-Golem,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Half-Golem,,,
Monster of Legend,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Monster of Legend,,,
Tauric,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Tauric,Hobgoblin,Griffon,
Titanic,Monster Manual II + D&D v.3.5 Accessory Update,Template,Gargantuan,Template,,Titanic,,,
Warbeast,Monster Manual II + D&D v.3.5 Accessory Update,Template,,Template,,Warbeast,,,
Spellwarped Creature,Monster Manual III,Template,,Template,,Spellwarped,,,
Topiary Guardian,Monster Manual III,Template,,Template,,Topiary Guardian,,,
Voidmind Creature,Monster Manual III,Template,,Template,,Voidmind,,,
Woodling,Monster Manual III,Template,,Template,,Woodling,,,
Lolth-Touched Creature,Monster Manual IV,Template,,Template,,Lolth-Touched,,,
"Tomb Spider, Web Mummy",Monster Manual IV,Template,,Template,,Mummy,Web,,
God-Blooded Template,Monster Manual V,Template,,Template,,God-Blooded,,,
Phantom,Monster Manual V,Template,,Template,,Phantom,,,
Thoon Thrall,Monster Manual V,Template,,Template,,Mind Flayer,Thoon,Thrall,
Xorvintaal Dragon,Monster Manual V,Template,,Template,,Xorvintaal Dragon,,,
Xorvintaal Exarch,Monster Manual V,Template,,Template,,Xorvintaal Exarch,,,
"Yuan-Ti, Broodguard",Monsters of Faerûn,Template,,Template,,Yuan-Ti,Broodguard,,
"Yuan-Ti, Tainted One",Monsters of Faerûn,Template,,Template,,Yuan-Ti,Tainted One,,
Pennaggolan,Oriental Adventures + Dragon #318,Template,,Template,,Pennaggolan,,,
Entropic Creature,Planar Handbook,Template,,Template,Extraplanar,Entropic,,,
Vivacious Creature,Planar Handbook,Template,,Template,Extraplanar,Vivacious Creature,,,
Fungal Creature,"Price of Courage: Age of Mortals Campaign, Volume III",Template,,Template,,Fungal,,,
Wichtlani Creature,"Price of Courage: Age of Mortals Campaign, Volume III",Template,,Template,,Wichtlani,,,
Psilich,Ravenloft Dungeon Master's Guide,Template,,Template,,Lich,Psilich,,
"Lycanthrope, Werepanther",Ravenloft Gazetteer: Volume IV,Template,,Template,,Lycanthrope,Werepanther,,
Goblin Beast,Ravenloft Gazetteer: Volume V,Template,,Template,,Goblin Beast,,,
Scourged,Ravenloft Gazetteer: Volume V,Template,,Template,,Scourged,,,
Widderrìbhinn,Ravenloft Gazetteer: Volume V,Template,,Template,Incorporeal,Widderrìbhinn,,,
Dread Golem,Ravenloft Player's Handbook,Template,,Template,,Golem,Dread,,
Hag,Ravenloft Player's Handbook,Template,,Template,,Hag,(Template),,
Dry Lich,Sandstorm: Mastering the Perils of Fire and Sand,Template,,Template,,Lich,Dry,,
Dustform Creature,Sandstorm: Mastering the Perils of Fire and Sand,Template,,Template,,Dustform,,,
Half-Janni,Sandstorm: Mastering the Perils of Fire and Sand,Template,,Template,,Half-Janni,,,
Mirage Mullah,Sandstorm: Mastering the Perils of Fire and Sand,Template,,Template,,Mirage Mullah,,,
Quorbound,Secrets of Sarlona,Template,,Template,,Quorbound,,,
Quorbred,Secrets of Sarlona,Template,,Template,,Quorbred,,,
"Giant, Primordial",Secrets of Xen'drik,Template,,Template,,Giant,Primordial,,
"Warforged, Quorcraft",Secrets of Xen'drik,Template,,Template,,Warforged,Quorcraft,,
Bone Naga,Serpent Kingdoms,Template,,Template,,Naga,Bone,,
Smoking Eye Creature,Shackled City Adventure Path,Template,,Template,,Smoking Eye,,,
Beast of Bane,Shadowdale: The Scouring of the Land (FR2),Template,,Template,,Beast of Bane,,,
Shadow Simulacrum,Shadowdale: The Scouring of the Land (FR2),Template,,Template,Living Construct,Shadow Simulacrum,,,
Corrupted,Shadows & Light,Template,,Template,,Corrupted,Azeroth,,
Elemental Conglomerate,Shadows & Light,Template,,Template,,Elemental Conglomerate,,,
Guardian of Tirisfal,Shadows & Light,Template,,Template,,Guardian of Tirisfal,,,
"Phaethon, Elder","Spectre of Sorrows: Age of Mortals Campaign, Volume Two",Template,Medium,Template,"Elf, Fire",Phaethon,Elder,,
Helot,Spelljammer: Beyond the Moons,Template,,Template,,Helot,,,
Amphibious Creature,Stormwrack: Mastering the Perils of Wind and Wave,Template,,Template,Aquatic,Amphibious Creature,,,
Air Incarnation,Terrors of Athas (preview),Template,,Template,"Air, Extraplanar",Elemental Incarnation,Air,,
Black Touched,Terrors of Athas (preview),Template,,Template,,Black Touched,,,
Defiled,Terrors of Athas (preview),Template,,Template,,Defiled,,,
Earth Incarnation,Terrors of Athas (preview),Template,,Template,"Earth, Extraplanar",Elemental Incarnation,Earth,,
Fire Incarnation,Terrors of Athas (preview),Template,,Template,"Extraplanar, Fire",Elemental Incarnation,Fire,,
Gray Touched,Terrors of Athas (preview),Template,,Template,Psionic,Gray Touched,,,
Guardian,Terrors of Athas (preview),Template,Small,Template,,Guardian,Athasian,,
Half-Drake,Terrors of Athas (preview),Template,,Template,,Half-Drake,,,
Incarnation,Terrors of Athas (preview),Template,,Template,,Elemental Incarnation,,,
Magma Incarnation,Terrors of Athas (preview),Template,,Template,"Earth, Extraplanar, Fire",Elemental Incarnation,Magma,,
Pakubraz-Tainted,Terrors of Athas (preview),Template,,Template,,Pakubraz-Tainted,,,
Rain Incarnation,Terrors of Athas (preview),Template,,Template,"Air, Extraplanar, Water",Elemental Incarnation,Rain,,
Silt Incarnation,Terrors of Athas (preview),Template,,Template,"Earth, Extraplanar, Water",Elemental Incarnation,Silt,,
Sun Incarnation,Terrors of Athas (preview),Template,,Template,"Air, Extraplanar, Fire",Elemental Incarnation,Sun,,
Thrax,Terrors of Athas (preview),Template,,Template,,Thrax,,,
Water Incarnation,Terrors of Athas (preview),Template,,Template,"Extraplanar, Water",Elemental Incarnation,Water,,
"Banshee, Dwarven",Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Banshee,Dwarf,,
Cursed Dead,Terrors of the Deadlands,Template,,Template,,Cursed Dead,,,
Dhaot,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Dhaot,,,
Dune Runner,Terrors of the Deadlands,Template,,Template,"Augmented, Incorporeal",Dune Runner,,,
Exoskeleton Bugdead,Terrors of the Deadlands,Template,,Template,,Bugdead,Exoskeleton,,
Fael,Terrors of the Deadlands,Template,,Template,Augmented,Fael,,,
Fallen (Dark Legionnaire),Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Fallen,,,
Kaisharga,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Kaisharga,,,
Kragling,Terrors of the Deadlands,Template,,Template,Air/Earth/Fire/Water,Kragling,,,
Meorty,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Meorty,,,
Morg,Terrors of the Deadlands,Template,,Template,Augmented,Morg,,,
Namech,Terrors of the Deadlands,Template,,Template,Augmented,Namech,,,
Raaig,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Raaig,,,
Racked Spirit,Terrors of the Deadlands,Template,,Template,"Augmented, Incorporeal, Psionic",Racked Spirit,,,
Venger,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Venger,,,
Zhen,Terrors of the Deadlands,Template,,Template,"Augmented, Psionic",Zhen,,,
Zombie Bugdead,Terrors of the Deadlands,Template,,Template,,Bugdead,Zombie,,
"Zombie, Thinking",Terrors of the Deadlands,Template,,Template,Augmented,Zombie,Thinking,,
Foo Creature,Tome of Horrors Revised,Template,,Template,Extraplanar,Foo Creature,,,
Skeleton Warrior,Tome of Horrors Revised,Template,,Template,,Skeleton Warrior,,,
Spectral Troll,Tome of Horrors Revised,Template,,Template,Incorporeal,Troll,Spectral,,
Thessalmonster,Tome of Horrors Revised,Template,,Template,,Thessalmonster,,,
"Zombie, Juju",Tome of Horrors Revised,Template,,Template,,Zombie,Juju,,
"Zombie, Yellow Musk",Tome of Horrors Revised,Template,,Template,,Zombie,Yellow Musk,,
Dread Beast,Towers of High Sorcery,Template,,Template,,Dread Beast,,,
"Dream Creature, Dreamshadow",Towers of High Sorcery,Template,,Template,Dream,Dream Creature,Dreamshadow,,
"Eldritch Avatar, Eldritch Emissary",Towers of High Sorcery,Template,,Template,,Eldritch Avatar,Eldritch Emissary,,
"Eldritch Avatar, Eldritch Haunt",Towers of High Sorcery,Template,,Template,,Eldritch Avatar,Eldritch Haunt,,
Master of the Tower,Towers of High Sorcery,Template,,Template,,Master of the Tower,,,
Arachnoid Creature,Underdark,Template,,Template,,Arachnoid Creature,,,
Chameleon Creature,Underdark,Template,,Template,,Chameleon,(Template),,
Faerzress-infused Creature,Underdark,Template,,Template,,Faerzress-infused,,,
Mineral Warrior,Underdark,Template,,Template,Earth,Mineral Warrior,,,
Mist Claimer,Van Richten's Guide to the Mists,Template,,Template,,Mist Claimer,,,
Folkloric Fey,Van Richten's Guide to the Shadow Fey,Template,,Template,,Folkloric Fey,,,
Arashaeem,Vaults of Pandius,Template,,Template,Shapeshifter,Arashaeem,,,
Gargantua,Vaults of Pandius,Template,,Template,,Gargantua,,,
Greater Night Dragon,Vaults of Pandius,Template,,Template,"Entropy, Extraplanar",Dragon,Mystaran,Night,Greater
Guardian Angel,Vaults of Pandius,Template,,Template,,Guardian Angel,,,
Lesser Night Dragon,Vaults of Pandius,Template,,Template,"Entropy, Extraplanar",Dragon,Mystaran,Night,Lesser
Lightning Zombie,Vaults of Pandius,Template,,Template,,Zombie,Lightning,Greater,
Lost Soul,Vaults of Pandius,Template,,Template,,Lost Soul,,,
Master of Chaos,Vaults of Pandius,Template,,Template,Augmented,Master of Chaos,,,
Monster Ruler,Vaults of Pandius,Template,,Template,"Exalted, Extraplanar",Monster Ruler,,,
Nightmare Creature,Vaults of Pandius,Template,,Template,"Chaotic, Extraplanar",Nightmare Creature,,,
Nosferatu,Vaults of Pandius,Template,,Template,,Vampire,Nosferatu,Mystaran,
Red Zombie,Vaults of Pandius,Template,,Template,,Zombie,Red,,
Spawn of Nimmur,Vaults of Pandius,Template,,Template,,Spawn of Nimmur,,,
Spirit Possessed (Druj),Vaults of Pandius,Template,,Template,,Spirit,Druj,Possessed,
Spirit Possessed (Revenant),Vaults of Pandius,Template,,Template,,Spirit,Revenant,Possessed,
"Spirit, Odic",Vaults of Pandius,Template,,Template,,Spirit,Odic,,
Topi,Vaults of Pandius,Template,,Template,,Zombie,Topi,,
Undead Dragon,Vaults of Pandius,Template,,Template,,Undead Dragon,,,
"Velya, Ocean",Vaults of Pandius,Template,,Template,,Vampire,Velya,Ocean,
"Velya, Swamp",Vaults of Pandius,Template,,Template,,Vampire,Velya,Swamp,
"Vortex Creature, Major",Vaults of Pandius,Template,,Template,"Exalted, Extraplanar, Incorporeal",Vortex Creature,Major,,
"Vortex Creature, Minor",Vaults of Pandius,Template,,Template,"Exalted, Extraplanar, Incorporeal",Vortex Creature,Minor,,
"Zombie, Frost",Vaults of Pandius,Template,,Template,,Zombie,Frost,,
Avildar,Villain Design Handbook v.3.5,Template,,Template,,Avildar,,,
Guraah,Villain Design Handbook v.3.5,Template,,Template,,Guraah,,,
Kyseth,Villain Design Handbook v.3.5,Template,,Template,,Kyseth,,,
Reliqus,Villain Design Handbook v.3.5,Template,,Template,,Reliqus,,,
Vostarr,Villain Design Handbook v.3.5,Template,,Template,,Vostarr,,,
Xenoa,Villain Design Handbook v.3.5,Template,,Template,,Xenoa,,,
Magic-Infused Creature,Wizards of the Coast (Adventure Locales: The Bog),Template,,Template,,Magic-Infused,,,
Ba'traa,Wizards of the Coast (Behind the Screen: Creating Monster Templates),Template,,Template,Aquatic,Ba'traa,,,
Hoarder,Wizards of the Coast (Dragons of Faerun -- New Draconic Monsters),Template,,Template,Incorporeal,Hoarder,,,
Quasilycanthrope,Wizards of the Coast (Magic Books of Faerûn: Earthmother's Weapons (Druid Spells from the Moonshaes)),Template,,Template,Shapechanger,Quasilycanthrope,,,
Mulhorandi Divine Minion,Wizards of the Coast (Magic Books of Faerûn: Hate of the Cobra (Spells from the Church of Set)),Template,,Template,Extraplanar,Divine Minion,,,
Vhaerath,"Wizards of the Coast (Magic Books of Faerûn: Obsul Ssussun, ""The Door to Light"" (Drow Spells for the Surface World)",Template,,Template,Extraplanar,Elf,Drow,Vhaerath,
Disembodied Spirit,Wizards of the Coast (Perilous Gateways: Dwarven Portals),Template,,Template,Incorporeal,Disembodied Spirit,,,
Entomanthrope,Wizards of the Coast (Random Encounters: What's Bugging You? -- Part 2),Template,,Template,Shapechanger,Entomanthrope,,,
"Bole-Skeleton, Human Warrior Skeleton",Creature Catalogue,Template,Medium,Undead,,Skeleton,Bole,Human Warrior,
Bole-Wight,Creature Catalogue,Template,Medium,Undead,,Wight,Bole,,
"Bole-Zombie, Troglodyte Zombie",Creature Catalogue,Template,Medium,Undead,,Zombie,Bole,Troglodyte,
Betrayer,Barrow of the Forgotten King (DD1),Unique,Medium,Aberration,,Betrayer,,,
Narek (The Thing in the Shaft),Creature Catalogue,Unique,Gargantuan,Aberration,,Narek,,,
Matriarch,Dragon #343,Unique,Medium,Aberration,,Ettercap,Matriarch,,
"O-Akasabi-sama, Rust Monster",Dragon #346,Unique,Large,Aberration,,Rust Monster,O-Akasabi-sama,,
O-Akasabi-sama,Dragon: Monster Ecologies,Unique,Large,Aberration,,Rust Monster,O-Akasabi-sama,,
Ol'Rek Claw,Dragon: Monster Ecologies,Unique,Huge,Aberration,Aquatic,Chuul,Ol'rek Claw,,
Thing from the Lake,Dungeon #134,Unique,Huge,Aberration,Aquatic,Thing from the Lake,,,
Axihuatl,Elder Evils,Unique,Large,Aberration,Aquatic,Ixitxachitl,Vampiric,Axihuatl,
Edwin Tolstoff,Elder Evils,Unique,Medium,Aberration,Augmented Humanoid,Worm That Walks,Lesser,Edwin Tolstoff,
