Name,Source,Size,Type,Subtypes,Environment,CR,Classify 1,Classify 2,Classify 3,Classify 4
Avolakia,Dragon #276,Large,Aberration,,Underground (Wormcrawl Fissure depths),10,Avolakia,,,
Avoral (Celestial),Savage Species,Medium,Outsider,Good,,,Guardinal,Avoral,,
Avoral (Guardinal),Monster Manual,Medium,Outsider,Good,Any land and underground,9,Guardinal,Avoral,,
Awnsheghlien,Birthright d20 Campaign Setting Rulebook,,Template,,,,Awnshegh,,,
Axe Battleloth,Dragon #306,Small,Outsider,Evil,Any land and underground,2,Yugoloth,Battleloth,Axe,
Axe Beak,Tome of Horrors,Large,Beast,,Temperate and warm land,2,Axebeak,,,
Axebeak,Arms and Equipment Guide,Large,Animal,,Temperate and warm desert,1,Axebeak,,,
"Axiomatic Bulette (""Perfect Landshark"")",Manual of the Planes,Huge,Magical Beast,,Any land and underground,9,Bulette,Axiomatic,,
Axiomatic Creature,Lord of the Iron Fortress,,Template,,,,Axiomatic,,,
Azer,Monster Manual,Medium,Outsider,"Fire, Lawful",Any land and underground,2,Azer,,,
Azer Trooper,Battle Sheets!,Medium,Outsider,"Fire, Lawful",,2,Azer,Trooper,,
Baalberith (Duke of Hell),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,20,Devil,Archdevil,Baalberith,
Baalzebul (Arch-Devil),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,40,Devil,Archdevil,Baalzebul,
"Baalzebul, Lord of the Seventh",Book of Vile Darkness,Huge,Outsider,"Evil, Lawful",Any land and underground,29,Devil,Archdevil,Baalzebul,
Baalzephon (Duke of Hell),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,20,Devil,Archdevil,Baalzephon,
Babau (Demon),Creature Catalogue,Medium,Outsider,"Chaotic, Evil",Any land and underground,11,Demon,Tanar'ri,Babau,
Babbler,Creature Catalogue,Large,Beast,,Any marsh,3,Babbler,,,
Baboon,Monster Manual,Medium,Animal,,Warm desert and plains,1/2,Baboon,,,
"Baboon Demon, Doom Ape",Diablo II: To Hell and Back,Medium,Beast,,Warm forest,6,Baboon Demon,Doom Ape,,
"Baboon Demon, Dune Beast",Diablo II: To Hell and Back,Medium,Beast,,Warm forest,4,Baboon Demon,Dune Beast,,
"Baboon Demon, Jungle Hunter",Diablo II: To Hell and Back,Medium,Beast,,Warm forest,5,Baboon Demon,Jungle Hunter,,
"Baboon Demon, Temple Guard",Diablo II: To Hell and Back,Medium,Beast,,Warm forest,7,Baboon Demon,Temple Guard,,
Bacchae,Fiend Folio,Medium,Outsider,Extraplanar,Any land and underground (Arboreal),2,Bacchae,,,
Backwards Man,Denizens of Darkness,Medium,Aberration,,Temperate and cold forest and marsh,4,Backwards Man,,,
Backwatcher Carapace,Dragon #308,Tiny,Aberration,Symbiont,Any underground,1/8 or host 1,Symbiont,Carapace,Backwatcher,
Badger,Monster Manual,Small,Animal,,"Temperate forests, hill, plains, and underground",1/2,Badger,,,
Bael (Duke of Hell),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,22,Devil,Archdevil,Bael,
Bahamut,Dragon #272,Colossal,Dragon,,Any land and underground,25,Dragon,Metallic,Bahamut,
"Bahamut, the Platinum Dragon",Manual of the Planes,Colossal,Dragon,,,25,Dragon,Metallic,Bahamut,
Bajang,Oriental Adventures,Small,Fey,Spirit,Warm forest,3,Bajang,,,
Bakemono,Oriental Adventures,Small,Humanoid,"Goblinoid, Shadowlands",Shadowlands,1/2,Bakemono,,,
Bakeneko,Creatures of Rokugan,Medium,Fey,Spirit,"Any forest, Chikushudo, and Sakkaku",1,Bakeneko,,,
Bakhna Rakhna,Denizens of Darkness,Small,Monstrous Humanoid,,"Any forest, hill or underground",1,Bakhna Rakhna,,,
Bakkas,Garden of the Plantmaster,Small,Magical Beast,,"Temperate and warm forest, hill and underground",1,Bakkas,,,
Baku,Creature Catalogue,Large,Outsider,Good,Warm forest,12,Baku,,,
Baku no Oni,Fortunes & Winds,Medium,Aberration,"Spirit, Oni, Shadowlands","Yume-do, Shadowlands",6,Baku no Oni,,,
Baldandar,Vaults of Pandius,Medium,Shapechanger,,"Any land, preferably civilised areas",4,Baldandar,,,
Balhiir,"Bestiary of the Realms, Volume 1",Medium,Outsider,,Any,11,Balhiir,,,
Balor (Tanar'ri),Monster Manual,Large,Outsider,"Chaotic, Evil",Any land and underground,18,Demon,Tanar'ri,Balor,
Balucitherium,Creature Catalogue,Huge,Beast,,Any plains,12,Indricothere,,,
Bamboo Spirit Folk,Oriental Adventures,Medium,Humanoid,Spirit,Temperate and warm forest,1/2,Spirit Folk,Bamboo,,
"Bandaerl Dumatheir, Thorsamsonn","Bestiary of the Realms, Volume 1",Medium,Undead,,Any mountains and underground,22,Lich,Good,Thorsamsonn,
Banderlog,Creature Catalogue,Medium,Beast,,Warm forest,3,Baboon,Banderlog,,
Banedead,Monsters of Faerûn,Medium,Undead,,Any land,3,Banedead,,,
Baneguard,Monsters of Faerûn,Medium,Undead,,Any land and underground,2,Baneguard,,,
Banelar,Monsters of Faerûn,Huge,Magical Beast,,Warm and temperate land and aquatic,5,Naga,Banelar,,
Banelich,Monsters of Faerûn,,Undead,,,,Lich,Banelich,,
Banshee,Creature Catalogue,Medium,Undead,Incorporeal,Any land and underground,7,Banshee,,,
Baobhan Sith (Black Sprite),Denizens of Darkness,Tiny,Fey,,Temperate forest,3,Baobhan Sith,Dread,,
Baphitaur,Perilous Gateways - The Shadow Path: A Portal Network - Baphitaur,Medium,Outsider,,Any underground,1,Baphitaur,,,
Baphomet (Demon Lord),Creature Catalogue,Large,Outsider,"Chaotic, Evil",Any land and underground,25,Demon,Lord,Baphomet,
Bar-Lgura (Demon),Creature Catalogue,Medium,Outsider,"Chaotic, Evil",Any land and underground,8,Demon,Tanar'ri,Barlgura,
Barautha,Dragon #284,Large,Dragon,,Temperate and warm lands,9,Drake,Greater,Barautha,
Barbazu (Baatezu),Monster Manual,Medium,Outsider,"Evil, Lawful",Any land and underground,7,Devil,Baatezu,Barbazu,
Bargda,Vaults of Pandius,Large,Monstrous Humanoid,,"Any land, underground",6,Bargda,,,
Barghest,Monster Manual,Medium,Outsider,"Evil, Lawful",Any land and underground,4,Barghest,,,
Bariaur,Manual of the Planes,Medium,Outsider,,Any land,1/2,Bariaur,,,
Baric,Creature Catalogue,Small,Beast,,Any land and underground,1,Baric,,,
Barkburr,Creature Catalogue,Small,Plant,,Temperate forest,1,Barkburr,,,
"Barnacles, Deadly: Flow Barnacle",Monsters of the Void,Tiny,Beast,,Any space or phlogiston,2,Flow Barnacle,,,
"Barnacles, Deadly: Jammer Leech",Monsters of the Void,Small,Magical Beast,,Any space or phlogiston,2,Leech,Jammer,,
"Baron Kalarg, Six-Armed Sahuagin","Bestiary of the Realms, Volume 1",Large,Monstrous Humanoid,Aquatic,Warm aquatic,12,Sahuagin,Six-Armed,,
Base Psicrystal,The Mind's Eye: The Pet Rock,Fine,Construct,,,,Psicrystal,,,
Basidirond,Creature Catalogue,Medium,Plant,,Any underground,5,Fungus,Basidirond,,
Basilisk,Monster Manual,Medium,Magical Beast,Reptilian,Any land and underground,5,Basilisk,,,
Basilisk: Greater Basilisk,Tome of Horrors,Large,Magical Beast,Reptilian,Any land and underground,7,Basilisk,Greater,,
Bastellus (Dream Stalker),Denizens of Darkness,Medium,Undead,Incorporeal,Any land and underground,6,Bastellus,,,
Bat,Monster Manual,Diminutive,Animal,,"Temperate and warm desert, forest, hill, plains, and underground",1/10,Bat,,,
"Bat Demon, Blink Bat",Diablo II: Diablerie,Small,Magical Beast,,,2,Bat Demon,Blink Bat,,
"Bat Demon, Blood Diver",Diablo II: Diablerie,Small,Magical Beast,,,3,Bat Demon,Blood Diver,,
"Bat Demon, Dark Familiar",Diablo II: Diablerie,Small,Magical Beast,,,4,Bat Demon,Dark Familiar,,
"Bat Demon, Desert Wing",Diablo II: Diablerie,Small,Magical Beast,,,1,Bat Demon,Desert Wing,,
"Bat Demon, Fiend",Diablo II: Diablerie,Small,Magical Beast,,,1,Bat Demon,Fiend,,
"Bat Demon, Gloom Bat",Diablo II: Diablerie,Small,Magical Beast,,,2,Bat Demon,Gloom Bat,,
Bat Familiar,Tome and Blood,Diminutive,Magical beast,,,,Bat,Familiar,,
"Bat, Azmyth",Creature Catalogue,Small,Magical Beast,,Any land and underground,2,Bat,Deep,Azmyth,
"Bat, Deep, Bonebat",Monsters of Faerûn,Medium,Undead,,Any land and underground,2,Bat,Deep,Bonebat,
"Bat, Deep, Night Hunter",Monsters of Faerûn,Medium,Beast,,Any land and underground,1,Bat,Deep,Night Hunter,
"Bat, Deep, Sinister",Monsters of Faerûn,Large,Beast,,Any land and underground,3,Bat,Deep,Sinister,
"Bat, Fire",Creature Catalogue,Small,Outsider,Fire,Any land and underground,3,Bat,Fire,,
Bat: Doombat,Tome of Horrors,Large,Beast,,Temperate and warm land and underground,4,Bat,Doombat,,
Bat: Mobat,Tome of Horrors,Large,Magical Beast,,"Warm desert, forest, hill, plains, and underground",3,Bat,Mobat,,
Battered Skeletal Troll,Battle Sheets!,Large,Undead,,,3,Skeleton,Troll,Battered,
Battle Horror,Dragon #302,Medium,Construct,,Any,11,Helmed Horror,Battle Horror,,
Battle Intellect Devourer,Dragon #303,Small,Aberration,,"Temperate and warm hills, mountains, and underground",6,Intellect Devourer,Battle,,
"Bayushi Baku, Guardian Spirit",Secrets of the Scorpion,Medium,Undead,"Incorporeal, Spirit",Any land and underground,14,Bayushi Guardian Spirit,Human,,
Bayushi Guardian Spirit,Secrets of the Scorpion,,Template,"Incorporeal, Spirit",Any land and underground,2,Bayushi Guardian Spirit,,,
"Bear, Black",Monster Manual,Medium,Animal,,"Temperate and warm forest, hill, and mountains",2,Bear,Black,,
"Bear, Brown",Monster Manual,Large,Animal,,"Any forest, hill, mountains, and underground",4,Bear,Brown,,
"Bear, Polar",Monster Manual,Large,Animal,,Any cold land,4,Bear,Polar,,
Beast of Chaos,Creature Catalogue,,Template,,,2,Beast of Chaos,,,
Beast of Malar,Monsters of Faerûn,Medium,Shapechanger,,Any land,11,Beast of Malar,,,
Beast of Xvim,Monsters of Faerûn,,Template,,,1,Beast of Xvim,,,
Beastfolk,Living Greyhawk Journal #5,Medium,Humanoid,,Warm forest,1/2,Beastfolk,,,
Beastman,Creature Catalogue,Medium,Humanoid,,Warm forest,1,Beastfolk,,,
Bebilith,Monster Manual,Huge,Outsider,"Chaotic, Evil",Any land and underground,9,Demon,Bebilith,,
Beetle (Boring),Creature Catalogue,Large,Beast,,Temperate and warm land and underground,3,Beetle,Boring,Giant,
Beetle Buckler,Arms and Equipment Guide,Tiny,Vermin,,,1/2,Beetle,Buckler,,
"Beetle, Deathmirror","Bestiary of the Realms, Volume 1",Fine,Magical beast,,Any subterranean,1/2,Beetle,Deathmirror,,
"Beetle, Giant Scarab",Denizens of Darkness,Medium,Vermin,,Desert and underground,2,Beetle,Scarab,Giant,
"Beetle, Giant: Boring Beetle",Tome of Horrors,Large,Vermin,,"Temperate and warm land, and underground",3,Beetle,Boring,Giant,
"Beetle, Giant: Death Watch Beetle",Tome of Horrors,Medium,Vermin,,"Temperate and warm forest, and underground",6,Beetle,Death Watch,Giant,
"Beetle, Giant: Rhinocerous Beetle",Tome of Horrors,Large,Vermin,,Warm forest and underground,6,Beetle,Rhinoceros,Giant,
"Beetle, Giant: Slicer Beetle",Tome of Horrors,Large,Vermin,,"Temperate and warm forest, and underground",4,Beetle,Slicer,Giant,
"Beetle, Grave Scarab",Denizens of Darkness,Fine,Vermin,,Desert and underground,-,Beetle,Scarab,Grave,
"Beetle, Monstrous Scarab",Denizens of Darkness,Large,Vermin,,Desert or underground,4,Beetle,Scarab,Monstrous,
"Beetle, Mulhorandi Scarab","Bestiary of the Realms, Volume 1",Fine,Vermin,,Any subterranean,1/8,Beetle,Scarab,Mulhorandi,
Beguiler,"Bestiary of the Realms, Volume 1",Small,Magical beast,,Warm desert and plains,1,Beguiler,,,
Behemoth,Creature Catalogue,Huge,Beast,,Warm aquatic,9,Behemoth,,,
Behemoth Eagle,Epic Level Handbook,Colossal,Outsider,,"Any forest, hill, mountains, and plains",18,Behemoth,Eagle,,
Behemoth Gorilla,Epic Level Handbook,Huge,Outsider,,Warm forest and warm mountain,19,Behemoth,Gorilla,,
Behir,Monster Manual,Huge,Magical Beast,Electricity,Any land and underground,8,Behir,,,
Beholder,Monster Manual,Large,Aberration,,Any land and underground,13,Beholder,,,
Beholder Machine,Dungeon #90,Large,Construct,,,,Beholder Machine,,,
Beholder-Kin (Examiner),Creature Catalogue,Medium,Aberration,,Any land and underground,5,Beholder,Examiner,,
Beholder-Kin (Hive Mother),Creature Catalogue,Large,Aberration,,Any land and underground,18,Beholder,Hive Mother,,
"Beholder-Kin, Crawler",Creature Catalogue,Huge,Vermin,,Any land and underground,2,Beholder Mount,Crawler,,
"Beholder-Kin, Director",Creature Catalogue,Large,Aberration,,Any land and underground,6,Beholder,Director,,
"Beholder-Kin, Director and Crawler",Creature Catalogue,Huge,Aberration,,Any land and underground,8,Beholder,Director and Crawler,,
"Beholder-Kin, Eye of the Deep",Creature Catalogue,Medium,Aberration,,Any aquatic,8,Beholder,Eye of the Deep,,
"Beholder-Kin, Gauth",Creature Catalogue,Medium,Aberration,,Any land and underground,4,Beholder,Gauth,,
"Beholder-Kin, Lensman",Creature Catalogue,Medium,Aberration,,Any land and underground,2,Beholder,Lensman,,
"Beholder-Kin, Overseer",Creature Catalogue,Large,Aberration,,Any land and underground,10,Beholder,Overseer,,
"Beholder-kin, Searechter (Marine Spectator)",Creature Catalogue,Medium,Aberration,Aquatic,Any aquatic,6,Beholder,Spectator,Searechter,
"Beholder-Kin, Watcher",Creature Catalogue,Large,Aberration,,Any land and underground,3,Beholder,Watcher,,
"Beholder, Death Tyrant",Forgotten Realms Campaign Setting,Large,Undead,,Any land and underground,13,Beholder,Death Tyrant,,
"Beholder, Elder Orb",Creature Catalogue,Large,Aberration,,Any land and underground,19,Beholder,Elder Orb,,
"Beholder, Hive Mother",Monsters of the Void,Huge,Aberration,,Any space,14,Beholder,Hive Mother,,
"Beholder, Orbus",Monsters of the Void,Medium,Aberration,,Any space,3,Beholder,Orbus,,
"Beholderkin, Death Kiss",Monsters of Faerûn,Large,Aberration,,Any land,11,Beholder,Death Kiss,,
"Beholderkin, Eyeball",Monsters of Faerûn,Tiny,Aberration,,Underground,1/2,Beholder,Eyeball,,
"Beholderkin, Gouger",Monsters of Faerûn,Large,Aberration,,Underground,11,Beholder,Gouger,,
"Beholderkin, Spectator",Magic of Faerûn,Medium,Aberration,,Any land and underground,6,Beholder,Spectator,,
"Bel, Lord of the First",Book of Vile Darkness,Large,Outsider,"Evil, Lawful",Any land and underground,20,Devil,Archdevil,Bel,
Belabra,Creature Catalogue,Medium,Aberration,,Temperate forest,3,Belabra,,,
Belial (Arch-Devil),Creature Catalogue,Large,Outsider,"Evil, Lawful",Any land and underground,38,Devil,Archdevil,Belial,
"Belial/Fierna, Lord of the Fourth",Book of Vile Darkness,Medium,Outsider,"Evil, Lawful",Any land and underground,24,Devil,Archdevil,Belial,
Belker,Monster Manual,Large,Elemental,Air,Any land and underground,6,Belker,,,
Berbalang,Creature Catalogue,Medium,Monstrous Humanoid,,Any land,3,Berbalang,,,
Bhaalspawn,Dragon #288,,Template,,,2,Bhaalspawn,,,
Bhaergala,Creature Catalogue,Large,Magical Beast,,Temperate and warm forest,4,Bhaergala,,,
Bhut,Fiend Folio,Medium,Undead,Incorporeal,Any land,9,Bhut,,,
Bichir (Giant Lungfish),Creature Catalogue,Large,Magical Beast,Aquatic,Any marsh,4,Bichir,,,
Biclops,Creature Catalogue,Large,Giant,,Any temperate land and underground,5,Biclops,,,
Bionoid,Monsters of the Void,,Template,,,3,Bionoid,,,
Bird,Garden of the Plantmaster,Diminutive,Animal,,"Any forest, hill, plains, and mountains",1/6,Bird,,,
Bird; Giant Magpie,Vaults of Pandius,Small,Animal,,Any temperate,1/4,Magpie,Giant,,
Bird; Lesser Piranha,Vaults of Pandius,Diminutive,Beast,,Any non-arctic forest,1/4,Piranha Bird,Lesser,,
Bird; Magpie,Vaults of Pandius,Diminutive,Animal,,Any temperate,1/16,Magpie,,,
Bird; Sprackle,Vaults of Pandius,Diminutive,Magical Beast,,Mountains,1/2,Sprackle,Lesser,,
"Birds, Dread, Corvus Regis (King's Raven)",Ravenloft Gazetteer: Volume II,Tiny,Magical Beast,,"Temperate forest, hill, plains, and mountains (Darkon)",1/2,Raven,Corvus Regis,,
"Birds, Dread, Zweifalk",Ravenloft Gazetteer: Volume II,Tiny,Beast,,"Temperate forest, hill, plains, and mountains (Falkovnia)",3,Hawk,Zweifalk,,
Bisan,Oriental Adventures,Medium,Fey,Spirit,Temperate and warm forest,5,Bisan,,,
Bison,Monster Manual,Large,Animal,,Temperate plains,2,Bison,,,
Black Cloud of Vengeance,Inzeladun Third Edition: Al Qadim Monsters,Colossal,Aberration,Fire,Any desert,20,Black Cloud of Vengeance,,,
Black Dragon,Monster Manual,Large,Dragon,Water,Any marsh and underground,10,Dragon,Chromatic,Black,Adult
"Black Dragon, Ancient",Monster Manual,Huge,Dragon,Water,Any marsh and underground,18,Dragon,Chromatic,Black,Ancient
"Black Dragon, Great Wyrm",Monster Manual,Gargantuan,Dragon,Water,Any marsh and underground,21,Dragon,Chromatic,Black,Great Wyrm
"Black Dragon, Juvenile",Monster Manual,Medium,Dragon,Water,Any marsh and underground,6,Dragon,Chromatic,Black,Juvenile
"Black Dragon,  Adult",Monster Manual,Huge,Dragon,Water,Any marsh and underground,13,Dragon,Chromatic,Black, Adult
"Black Dragon, Old",Monster Manual,Huge,Dragon,Water,Any marsh and underground,15,Dragon,Chromatic,Black,Old
"Black Dragon, Very Old",Monster Manual,Huge,Dragon,Water,Any marsh and underground,17,Dragon,Chromatic,Black,Very Old
"Black Dragon, Very ",Monster Manual,Small,Dragon,Water,Any marsh and underground,3,Dragon,Chromatic,Black,Very 
"Black Dragon, Wyrm",Monster Manual,Gargantuan,Dragon,Water,Any marsh and underground,19,Dragon,Chromatic,Black,Wyrm
"Black Dragon, Wyrmling",Monster Manual,Tiny,Dragon,Water,Any marsh and underground,2,Dragon,Chromatic,Black,Wyrmling
"Black Dragon, ",Monster Manual,Medium,Dragon,Water,Any marsh and underground,4,Dragon,Chromatic,Black,
"Black Dragon,  Adult",Monster Manual,Large,Dragon,Water,Any marsh and underground,8,Dragon,Chromatic,Black, Adult
Black Ethergaunt,Fiend Folio,Medium,Aberration,Extraplanar,Any land and underground (Ethereal Plane),17,Ethergaunt,Black,,
"Black Fly, Giant",Garden of the Plantmaster,Small,Vermin,,Temperate and warm land and underground,1/2,Fly,Black,Giant,
Black Jelly Oyster,Garden of the Plantmaster,Tiny,Plant,,Temperate and warm forest,1,Oyster,Black Jelly,,
Black Lion,"Bestiary of the Realms, Volume 1",,Animal,,,,Lion,Black,,
Black Loper,The Black Loper,Medium,Outsider,,Any,2,Black Loper,,,
Black Orc,Fury in the Wastelands: The Orcs of Tellene,Medium,Monstrous Humanoid,,"Any, but commonly mountainous",1,Orc,Tellenian,Black,
Black Pudding,Monster Manual,Huge,Ooze,,Any marsh and underground,7,Pudding,Black,,
Black Slaad,Epic Level Handbook,Huge,Outsider,,Any land and underground,25,Slaad,Black,,
Black Troll,Creature Catalogue,Large,Outsider,"Chaotic, Evil",Any land and underground,10,Troll,Black,,
Black Trumpet,Garden of the Plantmaster,Small,Plant,,Temperate and warm forest,1/10,Black Trumpet,,,
Black Willow,Creature Catalogue,Huge,Plant,,Any land and underground,12,Black Willow,,,
Blackball,Creature Catalogue,Medium,Outsider,,Any land and underground,17,Umbral Blot,,,
Blackstone Gigant,Fiend Folio,Gargantuan,Construct,,Any land,18,Blackstone Gigant,,,
Blackwater Leech,Dragon #303,,Vermin,,,1/2,Leech,Blackwater,,
Blade Spirit,Return to the Temple of Elemental Evil,Medium,Undead,,Any land or underground,9,Blade Spirit,,,
Bladeling,Lord of the Iron Fortress,Medium,Outsider,,Any land (Acheron),1,Bladeling,,,
Blazing Bones,Creature Catalogue,Medium,Undead,Fire,Any land and underground,5,Blazing Bones,,,
Blightspawned,Unapproachable East,,Template,,Any land,1,Blightspawned,,,
Blightspawned Treant,Unapproachable East,Huge,Plant,,Any land,9,Blightspawned,Treant,,
Blind-Eye Puffball,Dragon #303,,Plant,,,3,Blind-Eye Puffball,,,
Blindheim,Creature Catalogue,Small,Monstrous Humanoid,,Any underground,2,Blindheim,,,
Blink Dog,Monster Manual,Medium,Magical Beast,,Temperate plains,2,Dog,Blink,,
Blodug-Hofi,Deities and Demigods,Large,Animal,,,8,Horse,Legendary,Blodug-Hofi,
Blood Ape,Monster Manual II,Large,Magical Beast,,Warm forest and mountains,6,Ape,Blood,,
Blood Elemental,Spellbook: Summon Blood Elemental,Medium,Outsider,,Any,6,Elemental,Blood,,
"Blood Elemental, Elder",Denizens of Darkness,Huge,Elemental,"Water, Mists",Any,11,Elemental,Blood,Dread,Elder
