Name,Source,Size,Environment,CR,Classify 1,Classify 2,Classify 3
"Animal, Household, Renk",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Tiny,Any,,Renk,,
Animated Carriage,Dungeon #64,Large,,,Animated Object,Carriage,
Animated Furniture,Polyhedron #114,,,,Animated Object,Furniture,
Animated Manacles,Polyhedron #114,,,,Animated Object,Manacle,
Animated Pedestal,Dungeon #71,Medium,,,Animated Object,Pedestal,
Animated Statues,Dungeon #31,Medium,,,Animated Object,Statue,
Animated Swords,Polyhedron #114,,,,Animated Object,Sword,
"Animator, Common",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Medium to Large,Ravenloft,,Animator,Common,
"Animator, Greater",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Large+,Ravenloft,,Animator,Greater,
"Animator, Minor",Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Tiny to Small,Ravenloft,,Animator,Minor,
Animental,Planescape Monstrous Compendium Appendix III,Varies,Inner Planes,,Animental,,
Animus,From the Ashes,Medium,Any,,Animus,,
Ankheg,1993 Trading Cards Factory Set,Large to Huge,,,Ankheg,,
"Ankheg, Egg",Elminster's Ecologies [The Settled Lands],Tiny,,,Ankheg,Egg,
"Ankheg, Larva",Elminster's Ecologies [The Settled Lands],Tiny,,,Ankheg,Larva,
"Ankheg, Nymph",Elminster's Ecologies [The Settled Lands],Tiny,,,Ankheg,Nymph,
Ankou,Dragon #162,Medium,Any inhabited area,,Ankou,,
Annihilator (heavy attack hovercraft),Tale of the Comet [Book 1: The Cast and Props],,,,Overseer,Attack Unit,Annihilator (heavy attack hovercraft)
Anomalocaris,Dragon #204,Gargantuan,Shallow sea floor,,Anomalocaris,Giant,
"Ant Lion, Giant",Monstrous Compendium Volume Two,Large,"Tropical and temperate/Mountains, hills, and plains",,Ant Lion,Giant,
"Ant, Giant, Warrior",Complete Starter Set [Monstrous Manual],Tiny,,,Ant,Giant,Soldier
"Ant, Giant, Worker",Complete Starter Set [Monstrous Manual],Tiny,,,Ant,Giant,Worker
"Ant, Swarm",Monstrous Compendium Volume Two,,"Temperate/Forest, hills, and plains",,Ant,Swarm,
Anthraxus,Dragon Annual #2,,,,Yugoloth,Altraloth,Anthraxus
"Antloid, Desert, Dynamis",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Large,Sandy wastes,,Antloid,Dynamis,
"Antloid, Desert, Queen",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Huge,Sandy wastes,,Antloid,Queen,
"Antloid, Desert, Soldier",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Large,Sandy wastes,,Antloid,Soldier,
"Antloid, Desert, Worker",Monstrous Compendium Dark Sun Appendix: Terrors of the Desert,Large,Sandy wastes,,Antloid,Worker,
Aoskian Hound,In the Cage: A Guide to Sigil,Medium,,,Aoskian Hound,,
"Ape, Carnivorous",1991 Trading Cards Factory Set,Large,,,Ape,Carnivorous,
Aperusa,Monstrous Compendium Spelljammer Appendix II,Medium,Any,,Human,Aperusa,
Apocalypse,Blood Enemies: Abominations of Cerilia,Gargantuan,,,Awnshegh,Apocalypse,
Apodalypse,Night of the Shark,Huge,Marine,,Apodalypse,,
"Apodalypse, Progeny",Night of the Shark,Small,Any,,Apodalypse,Progeny,
Apparition,Guide to the Ethereal Plane,Medium,,,Apparition,,
Aquatic Carrion Crawlers,Dungeon #79,Large,,,Carrion Crawler,Aquatic,
Aquatic Elf,Complete Book of Elves (PHBR8),,,,Elf,Aquatic,
Aquatic Elves,Player's Option: Skills & Powers,,,,Elf,Aquatic,
"Aquatic Elves, Half-Breeds",Sea of Fallen Stars,,,,Half-Elf,Aquatic,Faerûnian
Aquatic Jelly,Dungeon #70,Large,,,Gelatinous Cube,Aquatic Jelly,
Aquatic Lernaean Hydra,Axe of the Dwarvish Lords,Gargantuan,Fresh water,,Hydra,Lernaean,Aquatic
"Arak, Alven",Shadow Rift,Tiny,The Shadow Rift,,Elf,Arak,Alven
"Arak, Brag",Shadow Rift,Small,The Shadow Rift,,Elf,Arak,Brag
"Arak, Fir",Shadow Rift,Small,The Shadow Rift,,Elf,Arak,Fir
"Arak, Muryan (Dancing Men)",Shadow Rift,Medium,The Shadow Rift,,Elf,Arak,Muryan
"Arak, Portune",Shadow Rift,Tiny,The Shadow Rift,,Elf,Arak,Portune
"Arak, Powrie (Redcaps)",Shadow Rift,Tiny,The Shadow Rift,,Elf,Arak,Powrie
"Arak, Shee",Shadow Rift,Medium,The Shadow Rift,,Elf,Arak,Shee
"Arak, Sith",Shadow Rift,Medium,The Shadow Rift,,Elf,Arak,Sith
"Arak, Teg",Shadow Rift,Small,The Shadow Rift,,Elf,Arak,Teg
Aranea,Monstrous Compendium Annual Volume Three,Medium,Any,,Aranea,Mystaran,Herathian
Arashaeem,Savage Coast Monstrous Compendium Appendix,Medium,Any,,Arashaeem,,
"Aratha (""Killer Beetle"")",Ruins of Myth Drannor,Large,Sub-tropical and temperate/non-mountainous land,,Aratha,,
Arayashka (Snow Wraith),Dark of the Moon,Medium,Any arctic,,Arayashka,,
Arcadian Pony,In the Cage: A Guide to Sigil,Large,,,Pony,Arcadian,
Arcane,Monstrous Manual,Large,Any,,Mercane,,
Arcane Heads,Nightmare Lands [Monstrous Supplement],Tiny,The Nightmare Lands,,Arcane Head,,
Arcane Illithid,Illithiad,Medium,,,Mind Flayer,Sorcerer,
Arcane Illithids,Illithiad,,,,Mind Flayer,Sorcerer,
Arcanosheen,Dragon #270,Huge,,,Sheen,Arcanosheen,
Arch-Shadow,Monstrous Compendium Annual Volume Two,Medium,Any,,Arch-Shadow,,
"Arch-Shadow, Demi-Shade",Monstrous Compendium Annual Volume Two,Medium,Any,,Arch-Shadow,Demi-Shade,
Archer,Dragon #223,Small,Ruins and occupied dwellings,,Gargoyle,Archer,
Archer Frog,Dragon #247,Medium,"Any fresh water, often tropical",,Frog,Archer,
"Archomental (Evil), Cryonax",Planescape Monstrous Compendium Appendix III,Large,Paraplane of Ice,,Archomental,Cryonax,
"Archomental (Evil), Imix",Planescape Monstrous Compendium Appendix III,Large,Plane of Fire,,Archomental,Imix,
"Archomental (Evil), Ogremoch",Planescape Monstrous Compendium Appendix III,Large,Plane of Earth,,Archomental,Ogrémoch,
"Archomental (Evil), Olhydra",Planescape Monstrous Compendium Appendix III,Large,Plane of Water,,Archomental,Olhydra,
"Archomental (Evil), Yan-C-Bin",Planescape Monstrous Compendium Appendix III,Large,Plane of Air,,Archomental,Yan-C-Bin,
"Archomental (Good), Ben-Hadar",Planescape Monstrous Compendium Appendix III,Large,Plane of Water,,Archomental,Ben-Hadar,
"Archomental (Good), Chan",Planescape Monstrous Compendium Appendix III,Large,Plane of Air,,Archomental,Chan,
"Archomental (Good), Sunnis",Planescape Monstrous Compendium Appendix III,Large,Plane of Earth,,Archomental,Sunnis,
"Archomental (Good), Zaaman Rul",Planescape Monstrous Compendium Appendix III,Large,Plane of Fire,,Archomental,Zaaman Rul,
"Archon, Fallen",Planes of Law [Monstrous Supplement],,,,Archon,Fallen,
"Archon, Hound",Monstrous Compendium Outer Planes Appendix,Medium,Seven Heavens,,Archon,Hound,
"Archon, Lantern",Monstrous Compendium Outer Planes Appendix,Small,Seven Heavens,,Archon,Lantern,
"Archon, Sword",Monstrous Compendium Outer Planes Appendix,Large,Seven Heavens,,Archon,Sword,
"Archon, Throne",Planes of Law [Monstrous Supplement],Large,Mount Celestia,,Archon,Throne,
"Archon, Tome",Monstrous Compendium Outer Planes Appendix,Large,Seven Heavens,,Archon,Tome,
"Archon, Trumpet",Planes of Law [Monstrous Supplement],Large,Mount Celestia,,Archon,Trumpet,
"Archon, Warden",Monstrous Compendium Outer Planes Appendix,Large,Seven Heavens,,Archon,Warden,
Arctic owlbear,Dragon #214,Large,Any arctic,,Owlbear,Arctic,
Arctic Wyvern,Dungeon #78,Gargantuan,,,Wyvern,Arctic,
"Arctic Wyvern, ",Dungeon #78,Huge,,,Wyvern,Arctic,
Argos,1992 Trading Cards Factory Set,Large to Gargantuan,,,Argos,,
Arid Bloodthorn,"Jakandor, Land of Legend",Large,Arid land,,Bloodthorn,Arid,
"Arkos Seatamer, Wereeel",Dungeon #66,,,,Lycanthrope,Wereeel,
Armadillephant,Dragon #243,Large,Subtropical and tropical jungle and plains,,Armadillephant,,
Armmegh,Polyhedron #58,Large,Any,,Armmegh,,
Armor Boar,Polyhedron #67,Medium,Arctic to temperate,,Boar,Armor,
Armored Predatory Fish,Dragon #176,Small,Oceans,,Armored Predatory Fish,,
Arsalon,Dragon #260,Large,Temperate woodlands,,Drake,Greater,Arsalon
Asabis,Villains' Lorebook,Medium,"Anauroch/any temperate, dry",,Asabi,,
Ascallion Female (Mother),Monstrous Compendium Volume Three: Forgotten Realms Appendix,Huge,Salt Water,,Ascallion,Adult,Female
Ascallion Male (Shadow),Monstrous Compendium Volume Three: Forgotten Realms Appendix,Large,Salt Water,,Ascallion,Adult,Male
"Ascallion,  (Biter)",Monstrous Compendium Volume Three: Forgotten Realms Appendix,Tiny,Salt Water,,Ascallion,,
Ash Crawler,Mystara Monstrous Compendium Appendix,Small,Arid areas with fire,,Ash Crawler,,
Ash Elemental,Sylvan Veil,Large,,,Elemental,Ash,
"Ashaba Amphisbaena, ",Elminster's Ecologies [The Settled Lands],Gargantuan,,,Snake,Amphisbaena,Ashaba
Ashiera,Dragon #244,Medium,Coastal regions,,Ashiera,,
Ashira,1993 Trading Cards Factory Set,Medium,,,Ashira,,
Askhalite,Tales of Lankhmar (LNR2),Large,Any,,Askhalite,,
Asperi,Monstrous Compendium Volume Three: Forgotten Realms Appendix,Large,Mountain peaks,,Asperi,,
Asperii,1991 Trading Cards Factory Set,Large,,,Asperi,,
"Asperii, Noble",Monstrous Compendium Annual Volume Four,,,,Asperi,Noble,
"Aspis, Cow",Monstrous Compendium Greyhawk Appendix,Huge,Any/Subterranean,,Aspis,Cow,
"Aspis, Drone",Monstrous Compendium Greyhawk Appendix,Medium,Any/Subterranean,,Aspis,Drone,
"Aspis, Larva",Monstrous Compendium Greyhawk Appendix,Small,Any/Subterranean,,Aspis,Larva,
Asrai,Dragon #191,Tiny,"Temperate lakes, rivers, and seas",,Asrai,,
Assassin Imp,1992 Trading Cards Factory Set,Tiny,,,Imp,Assassin,
Assimilator (Doomed constructor),Tale of the Comet [Book 1: The Cast and Props],,,,Overseer,Other Unit,Assimilator (Doomed constructor)
Astereater,1992 Trading Cards Factory Set,Large,,,Beholder,Astereater,
Astral Dragon,1992 Trading Cards Factory Set,Medium,,,Dragon,Krynnish,Astral
Astral Dreadnought,1991 Trading Cards Factory Set,Large,,,Astral Dreadnought,,
Astral Searcher,Planescape Campaign Setting [Monstrous Supplement],Medium,Outer Planes,,Astral Searcher,,
Astral Streaker,In the Cage: A Guide to Sigil,Tiny,,,Astral Streaker,,
Astral Wolf,Lankhmar: City of Adventure,Large,Astral Plane,,Wolf,Astral,
Asuras,Monstrous Compendium Al-Qadim Appendix (MC13),Medium,Any,,Asura,,
Aswang (ghast),Dragon Annual #1,,,,Vampire,Aswang,
Athasian Halfling,Complete Book of Gnomes and Halflings (PHBR9),,,,Halfling,Athasian,
Attack butterflies,"Encyclopedia Magica, Volume IV",,,,Butterfly,,
Attack canaries,"Encyclopedia Magica, Volume IV",,,,Canary,,
Attack cat,"Encyclopedia Magica, Volume IV",,,,Cat,,
Attack chicken,"Encyclopedia Magica, Volume IV",,,,Chicken,,
Attack dog,"Encyclopedia Magica, Volume IV",,,,Dog,,
Attack giant ant,"Encyclopedia Magica, Volume IV",,,,Ant,Giant,
Attack grizzly cub,"Encyclopedia Magica, Volume IV",,,,Bear,Grizzly,Cub
Attack mouse,"Encyclopedia Magica, Volume IV",,,,Mouse,,
Attack octopus,"Encyclopedia Magica, Volume IV",,,,Octopus,,
Attack rabbit,"Encyclopedia Magica, Volume IV",,,,Rabbit,,
Attack rat,"Encyclopedia Magica, Volume IV",,,,Rat,,
Attack shark,"Encyclopedia Magica, Volume IV",,,,Shark,,
Attack skunk,"Encyclopedia Magica, Volume IV",,,,Skunk,,
Attack tyrannosaurus rex,"Encyclopedia Magica, Volume IV",,,,Dinosaur,Tyrannosaurus,
Attack viper,"Encyclopedia Magica, Volume IV",,,,Snake,Viper,
Audreeana,Book of Magecraft,Medium,Any,,Garradalaigh,Audreeana,
Aurak,1992 Trading Cards Factory Set,Medium,,,Draconian,Aurak,
Aurumvorax,Monstrous Manual,Small,Temperate hills,,Aurumvorax,,
Autognome,Monstrous Compendium Spelljammer Appendix II,Small,Any,,Autognome,,
Automaton,Dungeon #37,Medium,,,Yurushyu's Automaton,,
"Automaton, Enhanced Scaladar (Squch)",Monstrous Compendium Annual Volume Two,,,,Scaladar,Enhanced,
"Automaton, Scaladar",Monstrous Compendium Annual Volume Two,Huge,Any warm land or subterranean,,Scaladar,,
"Automaton, Triobrand's, Ferragam",Monstrous Compendium Annual Volume Two,Medium,Subterranean,,Automaton,Triobrand's,Ferragan
"Automaton, Triobrand's, Minor",Monstrous Compendium Annual Volume Two,,,,Automaton,Triobrand's,Minor
"Automaton, Triobrand's, Silversann",Monstrous Compendium Annual Volume Two,Small,Subterranean,,Automaton,Triobrand's,Silversann
"Automaton, Triobrand's, Thanatar",Monstrous Compendium Annual Volume Two,Huge,Subterranean,,Automaton,Triobrand's,Thanatar
Avanc,Shadow Rift,Huge,"Lake Kronov, Tepest",,Avanc,,
Avangion,Dragon Kings,Medium to Large,Any,,Avangion,,
Avariel (Winged Elf),Complete Book of Elves (PHBR8),Medium,"Temperate to subtropical mountains, forests",,Elf,Avariel,
Avenging Spirit,Polyhedron #91,Medium,Crystal Springs,,Avenging Spirit,,
Averx,Dragon #172,Tiny,Subterranean,,Averx,,
"Avian, 'Wari",Monstrous Compendium Dragonlance Appendix (MC4),Medium,"Tropical, subtropical, and temperate/Plain",,Wari,,
"Avian, Boobrie",Monstrous Compendium Forgotten Realms Appendix (MC11),Large,Subtropical/Swamps,,Boobrie,,
"Avian, Eblis",Monstrous Compendium Forgotten Realms Appendix (MC11),Large,Subtropical/Swamps,,Eblis,,
"Avian, Emre",Monstrous Compendium Dragonlance Appendix (MC4),Medium,"Tropical, subtropical, and temperate/Plain",,Emre,,
"Avian, Flightless Bird",Monstrous Compendium Forgotten Realms Appendix (MC11),Small to Large,Subtropical/Plains,,Flightless Bird,,
"Avian, Kingfisher",Monstrous Compendium Dragonlance Appendix (MC4),Medium,"Tropical, subtropical, and temperate/Plain, forest, and hill",,Kingfisher,,
"Avian, Skyfisher",Monstrous Compendium Dragonlance Appendix (MC4),Small,"Tropical, subtropical, and temperate/Mountain and hill",,Skyfisher,,
Aviarag,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,Any land,,Aviarag,,
Axebeak,1991 Trading Cards Factory Set,Large,,,Axebeak,,
Azer,Monstrous Compendium Annual Volume One,Medium,Any fire,,Azer,,
"Azer, Amaimon",Monstrous Compendium Annual Volume One,,,,Azer,Amaimon,
"Azer, Noble",Monstrous Compendium Annual Volume One,,,,Azer,Noble,
Azoul,Terrors from Above,Large,Any,,Azoul,,
B'rohg,1993 Trading Cards Factory Set,Huge,,,B'rohg,,
Baatezu - Lemure,Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Lemure
"Baatezu, Greater - Amnizu",Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Amnizu
"Baatezu, Greater - Cornugon",Planescape Monstrous Compendium Appendix,Large,Baator,,Devil,Baatezu,Cornugon
"Baatezu, Greater - Gelugon",Planescape Monstrous Compendium Appendix,Huge,Baator (Caina),,Devil,Baatezu,Gelugon
"Baatezu, Greater - Pit Fiend",Planescape Monstrous Compendium Appendix,Large,Baator,,Devil,Baatezu,Pit Fiend
"Baatezu, Greater -- Amnizu",Hordes of Dragonspear (FRQ2),Medium,The Nine Hells,,Devil,Baatezu,Amnizu
"Baatezu, Greater -- Cornugon",Hordes of Dragonspear (FRQ2),Large,The Nine Hells,,Devil,Baatezu,Cornugon
"Baatezu, Greater -- Pit Fiend",Hordes of Dragonspear (FRQ2),Large,The Nine Hells,,Devil,Baatezu,Pit Fiend
"Baatezu, Greater, Amnizu",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Amnizu
"Baatezu, Greater, Cornugon",Monstrous Compendium Outer Planes Appendix,Large,The Nine Hells,,Devil,Baatezu,Cornugon
"Baatezu, Greater, Gelugon",Monstrous Compendium Outer Planes Appendix,Huge,The Nine Hells (Caina),,Devil,Baatezu,Gelugon
"Baatezu, Greater, Pit Fiend",Monstrous Compendium Outer Planes Appendix,Large,The Nine Hells,,Devil,Baatezu,Pit Fiend
"Baatezu, Least - Nupperibo",Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Nupperibo
"Baatezu, Least - Spinagon",Planescape Monstrous Compendium Appendix,Small,Baator,,Devil,Baatezu,Spinagon
"Baatezu, Least, Nupperibo",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Nupperibo
"Baatezu, Least, Spinagon",Monstrous Compendium Outer Planes Appendix,Small,The Nine Hells,,Devil,Baatezu,Spinagon
"Baatezu, Lemure",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Lemure
"Baatezu, Lesser - Barbazu",Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Barbazu
"Baatezu, Lesser - Erinyes",Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Erinyes
"Baatezu, Lesser - Hamatula",Planescape Monstrous Compendium Appendix,Medium,Baator,,Devil,Baatezu,Hamatula
"Baatezu, Lesser - Kocrachon",Planes of Law [Monstrous Supplement],Medium,Baator,,Devil,Baatezu,Kocrachon
"Baatezu, Lesser - Osyluth",Planescape Monstrous Compendium Appendix,Large,Baator,,Devil,Baatezu,Osyluth
"Baatezu, Lesser -- Barbazu",Hordes of Dragonspear (FRQ2),,The Nine Hells,,Devil,Baatezu,Barbazu
"Baatezu, Lesser, Barbazu",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Barbazu
"Baatezu, Lesser, Erinyes",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Erinyes
"Baatezu, Lesser, Hamatula",Monstrous Compendium Outer Planes Appendix,Medium,The Nine Hells,,Devil,Baatezu,Hamatula
"Baatezu, Lesser, Osyluth",Monstrous Compendium Outer Planes Appendix,Large,The Nine Hells,,Devil,Baatezu,Osyluth
"Baatezu, Pit Fiend",Monstrous Manual,Large,The Nine Hells,,Devil,Baatezu,Pit Fiend
Baaz,1992 Trading Cards Factory Set,Medium,,,Draconian,Baaz,
Baaz Draconians,Dragonlance Classics: Volume II (DLC2),Medium,,,Draconian,Baaz,
Baazrag,Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Tiny,Stony barrens,,Boneclaw,Athasian,Lesser
"Baazrag, Boneclaw",Dark Sun Monstrous Compendium Appendix II: Terrors Beyond Tyr,Large,Stony barrens,,Boneclaw,Athasian,Greater
Baba Yaga,Dancing Hut of Baba Yaga,Medium,Any,,Baba Yaga,,
"Baboon, Wild Baboon",Monstrous Compendium Volume Two,Small,"Tropical and subtropical/Forests, mountains, and plains",,Baboon,,
Baby Scorpions,Dungeon #47,Small,,,Scorpion,Baby,
Bacar,Endless Armies (FMA2),Large,Tropical,,Bacar,,
Bacchae,Planes of Chaos [Monstrous Supplement],Medium,"Arborea, pastoral",,Bacchae,,
Badger,1991 Trading Cards Factory Set,Small,,,Badger,,
"Badger, Giant",Monstrous Compendium Volume Two,Medium,"Temperate/Forests, plains, swamp, and mountains",,Badger,Giant,
Baelnorn,Cormanthyr: Empire of Elves,,,,Lich,Good,Baelnorn
Bainligor,Dragon #227,Medium,Any Underdark,,Bainligor,,
"Bainligor, The Revered",Dragon #227,,,,Bainligor,Revered,
Bajang,Monstrous Compendium Kara-Tur Appendix,Small,Tropical jungle,,Bajang,,
Bakali,Tales of the Lance [World Book of Ansalon],Medium,Tropical swamp,,Lizardfolk,Krynnish,Bakali
Bakemono,1992 Trading Cards Factory Set,Small,,,Bakemono,,
Bakhna Rakhna,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Small,Temperate woodlands,,Bakhna Rakhna,,
Baku,Complete Psionics Handbook (PHBR5),Large,Semitropical/Forests,,Baku,,
Balaena,Monstrous Compendium Outer Planes Appendix,Gargantuan,The river Oceanus,,Balaena,,
Baldandar,Mystara Monstrous Compendium Appendix,Medium,Any,,Baldandar,,
Balhiir,Hall of Heroes (FR7),Medium,,,Balhiir,,
Balrog,Diablo II: The Awakening,Huge,,,Balrog,,
"Balrog, Guardian",Diablo II: The Awakening,Huge,,,Balrog,Guardian,
"Balrog, Slayer",Diablo II: The Awakening,Huge,,,Balrog,Slayer,
"Balrog, Vortex Lord",Diablo II: The Awakening,Huge,,,Balrog,Vortex Lord,
Banderlog,Monstrous Compendium Volume Two,Small,Tropical and subtropical/Forests,,Baboon,Banderlog,
"Bane Minion, Black",Pools of Darkness [Adventurer's Journal],Large,,,Bane Minion,Black,
"Bane Minion, Blue",Pools of Darkness [Adventurer's Journal],Large,,,Bane Minion,Blue,
"Bane Minion, Red",Pools of Darkness [Adventurer's Journal],Large,,,Bane Minion,Red,
Banecourser,Dragon #243,,,,Equar,Banecourser,
Banedead,Monstrous Compendium Annual Volume Three,Medium,Any,,Banedead,,
Baneguard,Forgotten Realms Campaign Setting (New Edition),Medium,Any (guardian),,Baneguard,,
"Baneguard, Direguard",Forgotten Realms Campaign Setting (New Edition),,,,Baneguard,Direguard,
Banelar,Dragon #197,Huge,Hot to temperate/any,,Naga,Banelar,
Banelich,Monstrous Compendium Annual Volume Three,Medium,Any,,Lich,Banelich,
Banshee,Monstrous Manual,Medium,Any,,Banshee,,
"Banshee, Dwarf",1993 Trading Cards Factory Set,Medium,,,Banshee,Dwarf,
Banshegh,Blood Enemies: Abominations of Cerilia,Medium,,,Awnshegh,Banshegh,
Baobhan Sith,Ravenloft Monstrous Compendium Appendix III: Creatures of Darkness,Small,Temperate forest,,Baobhan Sith,Dread,
Baobhan Sith (doppleganger),Dragon Annual #1,,,,Vampire,Baobhan Sith,
Bargda,Mystara Monstrous Compendium Appendix,Large,Any subterranean or wilderness,,Bargda,,
Barghest,Planescape Campaign Setting [Monstrous Supplement],Medium to Large,Gehenna/Prime Material,,Barghest,,
Bariaur,Monstrous Compendium Outer Planes Appendix,Large,Gladsheim,,Bariaur,Exalted,
Barracuda,1991 Trading Cards Factory Set,Small to Large,,,Barracuda,,
Barrier Wight (Myth),Dragon #261,Medium,Any,,Wight,Barrier,
