Name,Type,Family,Size,Source,Page #,Source Type,Ed.,CR,Notes
"Baboon demon, doom ape",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,6,
"Baboon demon, dune beast",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,4,
"Baboon demon, jungle hunter",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,5,
"Baboon demon, temple guard",Beast,,Medium,Diablo II: To Hell and Back,120,Setting - Diablo,3,7,
"Bat demon, dark familiar",Magical beast,,Small,Diablo II: To Hell and Back,121,Setting - Diablo,3,3,
"Bloodhawk, cloud stalker",Magical beast,,Small,Diablo II: To Hell and Back,122,Setting - Diablo,3,2,
Blunderbore,Giant,,Large,Diablo II: To Hell and Back,123,Setting - Diablo,3,5,
"Blunderbore, gorbelly",Giant,,Large,Diablo II: To Hell and Back,123,Setting - Diablo,3,6,
"Blunderbore, mauler",Giant,,Huge,Diablo II: To Hell and Back,123,Setting - Diablo,3,8,
"Blunderbore, urdar",Giant,,Huge,Diablo II: To Hell and Back,123,Setting - Diablo,3,11,
Cantor,Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,6,
"Cantor, hierophant",Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,8,
"Cantor, sexton",Humanoid,,Medium,Diablo II: To Hell and Back,124,Setting - Diablo,3,5,
Fetish,Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,5,
Fetish shaman,Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,9,
"Fetish shaman, flayer",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,10,
"Fetish shaman, rat man",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,8,
"Fetish shaman, soul killer",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,11,
"Fetish shaman, stygian doll",Fey,,Small,Diablo II: To Hell and Back,130,Setting - Diablo,3,12,
"Fetish, flayer",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,6,
"Fetish, rat man",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,4,
"Fetish, soul killer",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,7,
"Fetish, stygian doll",Fey,,Small,Diablo II: To Hell and Back,129,Setting - Diablo,3,8,
"Finger mage, groper",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,6,
"Finger mage, storm caster",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,8,
"Finger mage, strangler",Aberration,,Medium,Diablo II: To Hell and Back,131,Setting - Diablo,3,7,
"Frog demon, bog creature",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,3,
"Frog demon, slime prince",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,4,
"Frog demon, swamp dweller",Monstrous humanoid,,Medium,Diablo II: To Hell and Back,132,Setting - Diablo,3,2,
"Megademon, pit lord",Outsider,Demon,Huge,Diablo II: To Hell and Back,137,Setting - Diablo,3,17,
"Megademon, venom lord",Outsider,Demon,Huge,Diablo II: To Hell and Back,137,Setting - Diablo,3,18,
"Mosquito demon, feeder",Magical beast,,Small,Diablo II: To Hell and Back,139,Setting - Diablo,3,6,
"Mosquito demon, sucker",Magical beast,,Small,Diablo II: To Hell and Back,139,Setting - Diablo,3,4,
"MuMonster Manualy, cadaver",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,6,
"MuMonster Manualy, decayed",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,2,
"MuMonster Manualy, dried corpse",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,2,
"MuMonster Manualy, embalmed",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,4,
"MuMonster Manualy, guardian",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,8,
"MuMonster Manualy, hollow one",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,7,
"MuMonster Manualy, Horadrim ancient",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,11,
"MuMonster Manualy, preserved dead",Undead,MuMonster Manualy,Medium,Diablo II: To Hell and Back,140,Setting - Diablo,3,5,
"MuMonster Manualy, unraveler",Undead,MuMonster Manualy,Large,Diablo II: To Hell and Back,140,Setting - Diablo,3,9,
"Panther woman, hell cat",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,4,
"Panther woman, huntress",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,1,
"Panther woman, night tiger",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,3,
"Panther woman, saber cat",Humanoid,,Medium,Diablo II: To Hell and Back,142,Setting - Diablo,3,2,
"Regurgitator, corpse spitter",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,7,
"Regurgitator, corpulent",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,6,
"Regurgitator, maw fiend",Aberration,,Medium,Diablo II: To Hell and Back,143,Setting - Diablo,3,8,
Sand leaper,Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,3,
"Sand leaper, cave leaper",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,3,
"Sand leaper, cliff lurker",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,8,
"Sand leaper, tomb creeper",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,5,
"Sand leaper, tree lurker",Aberration,Sand leaper,Small,Diablo II: To Hell and Back,144,Setting - Diablo,3,6,
Sand maggot,Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,4,
"Sand maggot, blood maggot",Vermin,Sand maggot,Gargantuan,Diablo II: To Hell and Back,145,Setting - Diablo,3,11,
"Sand maggot, devourer",Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,6,
"Sand maggot, giant lamprey",Vermin,Sand maggot,Huge,Diablo II: To Hell and Back,145,Setting - Diablo,3,8,
"Sand maggot, rock worm",Vermin,Sand maggot,Large,Diablo II: To Hell and Back,145,Setting - Diablo,3,5,
"Sand maggot, young",Vermin,Sand maggot,Medium,Diablo II: To Hell and Back,145,Setting - Diablo,3,1/2,
Sand raider,Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,4,
"Sand raider, assailant",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,11,
"Sand raider, infidel",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,9,
"Sand raider, invader",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,6,
"Sand raider, marauder",Monstrous humanoid,Sand raider,Large,Diablo II: To Hell and Back,147,Setting - Diablo,3,5,
"Scarab demon, bone scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,6,
"Scarab demon, death beetle",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,3,
"Scarab demon, dung soldier",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,2,
"Scarab demon, scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,4,
"Scarab demon, steel scarab",Magical beast,Demon,Medium,Diablo II: To Hell and Back,149,Setting - Diablo,3,5,
Spike fiend,Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1/2,
"Spike fiend, jungle urchin",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,4,
"Spike fiend, quill rat",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1/3,
"Spike fiend, razor spine",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,2,
"Spike fiend, thorn beast",Beast,,Small,Diablo II: To Hell and Back,154,Setting - Diablo,3,1,
Spike giant,Beast,,Large,Diablo II: To Hell and Back,155,Setting - Diablo,3,1,
"Spike giant, giant urchin",Beast,,Large,Diablo II: To Hell and Back,155,Setting - Diablo,3,2,
"Spike giant, quill bear",Beast,,Large,Diablo II: To Hell and Back,155,Setting - Diablo,3,1,
"Spike giant, razor beast",Beast,,Large,Diablo II: To Hell and Back,155,Setting - Diablo,3,1,
"Spike giant, thorn brute",Beast,,Large,Diablo II: To Hell and Back,155,Setting - Diablo,3,1,
"Swarm, black locust",Vermin,Swarm,Medium,Diablo II: To Hell and Back,156,Setting - Diablo,3,1,
"Swarm, hell swarm",Vermin,Swarm,Medium,Diablo II: To Hell and Back,156,Setting - Diablo,3,3,
"Swarm, itchies",Vermin,Swarm,Medium,Diablo II: To Hell and Back,156,Setting - Diablo,3,1,
"Swarm, plague bugs",Vermin,Swarm,Medium,Diablo II: To Hell and Back,156,Setting - Diablo,3,2,
Tainted,Magical beast,,Medium,Diablo II: To Hell and Back,157,Setting - Diablo,3,4,
"Tainted, afflicted",Magical beast,,Medium,Diablo II: To Hell and Back,157,Setting - Diablo,3,6,
"Tainted, damned",Magical beast,,Medium,Diablo II: To Hell and Back,157,Setting - Diablo,3,9,
"Tainted, disfigured",Magical beast,,Medium,Diablo II: To Hell and Back,157,Setting - Diablo,3,3,
"Tainted, misshapen",Magical beast,,Medium,Diablo II: To Hell and Back,157,Setting - Diablo,3,1,
Thorned hulk,Giant,,Large,Diablo II: To Hell and Back,158,Setting - Diablo,3,4,
"Thorned hulk, bramble hulk",Giant,,Large,Diablo II: To Hell and Back,158,Setting - Diablo,3,6,
"Thorned hulk, spike fist",Giant,,Huge,Diablo II: To Hell and Back,158,Setting - Diablo,3,9,
"Thorned hulk, thrasher",Giant,,Huge,Diablo II: To Hell and Back,158,Setting - Diablo,3,8,
"Undead horror, abyss knight",Undead,,Medium,Diablo II: To Hell and Back,159,Setting - Diablo,3,9,
"Undead horror, abyss mage",Undead,,Medium,Diablo II: To Hell and Back,160,Setting - Diablo,3,8,
"Undead horror, doom knight",Undead,,Medium,Diablo II: To Hell and Back,159,Setting - Diablo,3,8,
"Undead horror, doom mage",Undead,,Medium,Diablo II: To Hell and Back,160,Setting - Diablo,3,7,
"Undead horror, oblivion knight",Undead,,Medium,Diablo II: To Hell and Back,159,Setting - Diablo,3,10,
"Undead horror, oblivion mage",Undead,,Medium,Diablo II: To Hell and Back,160,Setting - Diablo,3,9,
"Vile dog, flesh beast",Outsider,,Small,Diablo II: To Hell and Back,163,Setting - Diablo,3,1/2,
"Vile dog, grotesque wyrm",Outsider,,Medium,Diablo II: To Hell and Back,163,Setting - Diablo,3,2,
"Vile dog, stygian dog",Outsider,,Small,Diablo II: To Hell and Back,163,Setting - Diablo,3,1,
"Vile mother, flesh spawner",Outsider,,Large,Diablo II: To Hell and Back,164,Setting - Diablo,3,3,
"Vile mother, grotesque",Outsider,,Large,Diablo II: To Hell and Back,164,Setting - Diablo,3,5,
"Vile mother, stygian hag",Outsider,,Large,Diablo II: To Hell and Back,164,Setting - Diablo,3,4,
"Vulture demon, carrion bird",Beast,,Medium,Diablo II: To Hell and Back,165,Setting - Diablo,3,1,
"Vulture demon, hell buzzard",Beast,,Medium,Diablo II: To Hell and Back,165,Setting - Diablo,3,3,
"Vulture demon, undead scavenger",Beast,,Medium,Diablo II: To Hell and Back,165,Setting - Diablo,3,2,
"Vulture demon, winged nightmare",Beast,,Medium,Diablo II: To Hell and Back,165,Setting - Diablo,3,4,
"Watcher, river watcher",Magical beast,,Gargantuan,Diablo II: To Hell and Back,166,Setting - Diablo,3,20,
"Watcher, stygian watcher",Magical beast,,Gargantuan,Diablo II: To Hell and Back,166,Setting - Diablo,3,21,
"Watcher, water watcher",Magical beast,,Gargantuan,Diablo II: To Hell and Back,166,Setting - Diablo,3,17,
"Wendigo, brute",Giant,,Large,Diablo II: To Hell and Back,167,Setting - Diablo,3,2,
"Wendigo, crusher",Giant,,Huge,Diablo II: To Hell and Back,167,Setting - Diablo,3,7,
"Wendigo, gargantuan beast",Giant,,Large,Diablo II: To Hell and Back,167,Setting - Diablo,3,1,
"Wendigo, wailing beast",Giant,,Huge,Diablo II: To Hell and Back,167,Setting - Diablo,3,8,
"Wendigo, yeti",Giant,,Large,Diablo II: To Hell and Back,167,Setting - Diablo,3,4,
"Willowisp, black soul",Undead,,Medium,Diablo II: To Hell and Back,168,Setting - Diablo,3,5,
"Willowisp, burning soul",Undead,,Medium,Diablo II: To Hell and Back,168,Setting - Diablo,3,5,
"Willowisp, gloam",Undead,,Medium,Diablo II: To Hell and Back,168,Setting - Diablo,3,4,
"Willowisp, swamp ghost",Undead,,Medium,Diablo II: To Hell and Back,168,Setting - Diablo,3,4,
Wraith,Undead,Wraith,Medium,Diablo II: To Hell and Back,169,Setting - Diablo,3,5,
"Wraith, apparition",Undead,Wraith,Medium,Diablo II: To Hell and Back,169,Setting - Diablo,3,7,
"Wraith, dark shape",Undead,Wraith,Medium,Diablo II: To Hell and Back,169,Setting - Diablo,3,8,
"Wraith, ghost",Undead,Wraith,Medium,Diablo II: To Hell and Back,169,Setting - Diablo,3,4,
"Wraith, specter",Undead,Wraith,Medium,Diablo II: To Hell and Back,169,Setting - Diablo,3,6,
Zealot,Humanoid,,Medium,Diablo II: To Hell and Back,171,Setting - Diablo,3,4,
"Zealot, faithful",Humanoid,,Medium,Diablo II: To Hell and Back,171,Setting - Diablo,3,3,
"Zealot, Zakarumite",Humanoid,,Medium,Diablo II: To Hell and Back,171,Setting - Diablo,3,2,
Dracolich,Undead,,Varies,Draconomicon,146,Supplement,3.5,Varies,
"Dragon, battle",Dragon (extraplanar),Dragon,Varies,Draconomicon,176,Supplement,3.5,Varies,
"Dragon, chaos","Dragon (Chaos, extraplanar)",Dragon,Varies,Draconomicon,177,Supplement,3.5,Varies,
"Dragon, ethereal",Dragon (extraplanar),Dragon,Varies,Draconomicon,179,Supplement,3.5,Varies,
"Dragon, faerie",Dragon,Dragon,Small,Draconomicon,158,Supplement,3.5,6,
"Dragon, fang",Dragon,Dragon,Varies,Draconomicon,159,Supplement,3.5,Varies,
"Dragon, ghostly",Undead (incorporeal),Dragon,Varies,Draconomicon,161,Supplement,3.5,Varies,
"Dragon, ghostly adult green",Undead (incorporeal),Dragon,Huge,Draconomicon,161,Supplement,3.5,14,
"Dragon, howling",Dragon (extraplanar),Dragon,Varies,Draconomicon,180,Supplement,3.5,Varies,
"Dragon, oceanus","Dragon (aquatic, extraplanar)",Dragon,Varies,Draconomicon,181,Supplement,3.5,Varies,
"Dragon, planar",Dragon (extraplanar),Dragon,Varies,Draconomicon,176,Supplement,3.5,Varies,
"Dragon, pyroclastic",Dragon (extraplanar),Dragon,Varies,Draconomicon,182,Supplement,3.5,Varies,
"Dragon, radiant",Dragon (extraplanar),Dragon,Varies,Draconomicon,185,Supplement,3.5,Varies,
"Dragon, rust",Dragon (extraplanar),Dragon,Varies,Draconomicon,186,Supplement,3.5,Varies,
"Dragon, shadow",Dragon,Dragon,Varies,Draconomicon,191,Supplement,3.5,Varies,
"Dragon, styx","Dragon (aquatic, extraplanar)",Dragon,Varies,Draconomicon,187,Supplement,3.5,Varies,
"Dragon, tarterian",Dragon (extraplanar),Dragon,Varies,Draconomicon,189,Supplement,3.5,Varies,
"Dragon, vampiric dragon (template)",Undead,Dragon,Varies,Draconomicon,195,Supplement,3.5,Varies,
"Dragon, zombie",Undead,Dragon,Varies,Draconomicon,197,Supplement,3.5,Varies,
Dragonkin,Monstrous humanoid (reptilian),,Large,Draconomicon,150,Supplement,3.5,3,
Dragonnel,Dragon,,Large,Draconomicon,150,Supplement,3.5,4,
"Drake, abyssal","Outsider (chaotic, evil, extraplanar, fire)",Drake,Huge,Draconomicon,145,Supplement,3.5,9,
"Drake, elemental drake",Dragon,Drake,Large,Draconomicon,152,Supplement,3.5,Varies,
"Drake, elemental drake, air drake",Dragon (air),Drake,Large,Draconomicon,152,Supplement,3.5,6,
"Drake, elemental drake, earth drake",Dragon (earth),Drake,Large,Draconomicon,153,Supplement,3.5,11,
"Drake, elemental drake, fire drake",Dragon (fire),Drake,Large,Draconomicon,154,Supplement,3.5,10,
"Drake, elemental drake, ice drake","Dragon (air, cold, water)",Drake,Large,Draconomicon,154,Supplement,3.5,7,
"Drake, elemental drake, magma drake","Dragon (earth, fire)",Drake,Large,Draconomicon,155,Supplement,3.5,13,
"Drake, elemental drake, ooze drake","Dragon (aquatic, earth, water)",Drake,Large,Draconomicon,156,Supplement,3.5,12,
"Drake, elemental drake, smoke drake","Dragon (air, fire)",Drake,Large,Draconomicon,157,Supplement,3.5,9,
"Drake, elemental drake, water drake","Dragon (aquatic, water)",Drake,Large,Draconomicon,157,Supplement,3.5,8,
"Drake, storm",Dragon (air),Drake,Gargantuan,Draconomicon,194,Supplement,3.5,17,
"Felldrake, spiked",Dragon,,Large,Draconomicon,160,Supplement,3.5,4,
"Golem, dragonbone golem",Construct,Golem,Large,Draconomicon,164,Supplement,3.5,12,
"Golem, drakestone golem",Construct,Golem,Large,Draconomicon,164,Supplement,3.5,15,
"Golem, ironwyrm golem",Construct,Golem,Large,Draconomicon,165,Supplement,3.5,17,
Half-dragon,As base creature,Dragon,Varies,Draconomicon,166,Supplement,3.5,Varies,
Hoard scarab,Vermin,,Fine,Draconomicon,167,Supplement,3.5,1/2,
Landwyrm,Dragon,,Varies,Draconomicon,168,Supplement,3.5,Varies,
"Landwyrm, desert",Dragon,,Gargantuan,Draconomicon,169,Supplement,3.5,18,
"Landwyrm, forest",Dragon,,Large,Draconomicon,170,Supplement,3.5,10,
"Landwyrm, hill",Dragon,,Huge,Draconomicon,170,Supplement,3.5,12,
"Landwyrm, jungle",Dragon,,Huge,Draconomicon,171,Supplement,3.5,16,
"Landwyrm, mountain",Dragon,,Colossal,Draconomicon,172,Supplement,3.5,22,
"Landwyrm, plains",Dragon,,Medium,Draconomicon,172,Supplement,3.5,6,
"Landwyrm, swamp",Dragon (aquatic),,Gargantuan,Draconomicon,173,Supplement,3.5,20,
"Landwyrm, tundra",Dragon,,Huge,Draconomicon,174,Supplement,3.5,14,
"Landwyrm, underdark",Dragon,,Large,Draconomicon,175,Supplement,3.5,8,
Squamous spewer,Aberration,,Large,Draconomicon,193,Supplement,3.5,Varies,
"Swarm, hoard scarab",Vermin (swarm),Swarm,Fine,Draconomicon,168,Supplement,3.5,5,
Grimorian,?,,?,Dragon #274,274,Magazine,3,?,
Raknakle,?,,?,Dragon #274,274,Magazine,3,?,
Skerath,?,,?,Dragon #274,274,Magazine,3,?,
Skittermaw,?,,?,Dragon #274,274,Magazine,3,?,
Avolakia,?,,?,Dragon #276,276,Magazine,3,?,
Ciruja plant,?,,?,Dragon #276,276,Magazine,3,?,
Nerephtys,?,,?,Dragon #276,276,Magazine,3,?,
Riftjumper,?,,?,Dragon #276,276,Magazine,3,?,
Sheet ghoul,?,,?,Dragon #276,276,Magazine,3,?,
Sheet phantom,?,,?,Dragon #276,276,Magazine,3,?,
Ulgurstasta,?,,?,Dragon #276,276,Magazine,3,?,
"Dread, lesser",?,,?,Dragon #277,277,Magazine,3,?,
"Rat, dire",?,,?,Dragon #277,277,Magazine,3,?,
Bonetree,?,,?,Dragon #280,91,Magazine,3,?,
Ragewing,?,,?,Dragon #280,92,Magazine,3,?,
Razortail,?,,?,Dragon #280,93,Magazine,3,?,
Treeleg strangler,?,,?,Dragon #280,94,Magazine,3,?,
Deepling,?,,?,Dragon #281,95,Magazine,3,?,
Genocid,?,,?,Dragon #281,93,Magazine,3,?,
Inliving spawn,?,,?,Dragon #281,92,Magazine,3,?,
Jawg,?,,?,Dragon #281,91,Magazine,3,?,
Minwhelgo,?,,?,Dragon #281,94,Magazine,3,?,
Verx swarm,?,,?,Dragon #281,93,Magazine,3,?,
GuMonster Manuali bear,?,,?,Dragon #282,57,Magazine,3,?,
Jolly rancher,?,,?,Dragon #282,58,Magazine,3,?,
Lurking dorito,?,,?,Dragon #282,58,Magazine,3,?,
Pepsioid,?,,?,Dragon #282,59,Magazine,3,?,
Pizza slice,?,,?,Dragon #282,56,Magazine,3,?,
"Drake, greater drake, barautha",?,Drake,?,Dragon #284,284,Magazine,3,?,
"Drake, greater drake, ermalkankari",?,Drake,?,Dragon #284,284,Magazine,3,?,
"Drake, greater drake, mardallond",?,Drake,?,Dragon #284,284,Magazine,3,?,
"Drake, greater drake, trilligarg",?,Drake,?,Dragon #284,284,Magazine,3,?,
"Drake, greater drake, vallochar",?,Drake,?,Dragon #284,284,Magazine,3,?,
Breathdrinker,"Elemental (air, evil)",,Medium,Dragon #285,73,Magazine,3,7,
Crested felldrake,?,,?,Dragon #285,93,Magazine,3,?,
"Elemental, demonically fused (template)",Elemental,Elemental,Varies,Dragon #285,50,Magazine,3,Varies,
Firetongue frog,?,,?,Dragon #285,75,Magazine,3,?,
"Grue, chaggrin (earth grue)",Elemental (earth),Grue,Small,Dragon #285,48,Magazine,3,4,
